date,gs3mo,ff,bofaml_us_aa_oas,bofaml_us_aa_yld,bofaml_us_bbb_oas,bofaml_us_bbb_yld,bofaml_us_hyld_oas,nfci_lin,eurusd,sp500,sveny01,sveny02,sveny05,sveny10,bkeven02,bkeven03,bkeven04,bkeven05,bkeven10,bkeven1f4,bkeven1f9,bkeven5f05,broad,afe,eme,krippner,krippnerlong,f1l1gs3mo,f2l1gs3mo,f3l1gs3mo,f4l1gs3mo,f5l1gs3mo,f10l1gs3mo,f15l1gs3mo,f20l1gs3mo,f25l1gs3mo,f1l1ff,f2l1ff,f3l1ff,f4l1ff,f5l1ff,f10l1ff,f15l1ff,f20l1ff,f25l1ff,f1l1bofaml_us_aa_oas,f2l1bofaml_us_aa_oas,f3l1bofaml_us_aa_oas,f4l1bofaml_us_aa_oas,f5l1bofaml_us_aa_oas,f10l1bofaml_us_aa_oas,f15l1bofaml_us_aa_oas,f20l1bofaml_us_aa_oas,f25l1bofaml_us_aa_oas,f1l1bofaml_us_aa_yld,f2l1bofaml_us_aa_yld,f3l1bofaml_us_aa_yld,f4l1bofaml_us_aa_yld,f5l1bofaml_us_aa_yld,f10l1bofaml_us_aa_yld,f15l1bofaml_us_aa_yld,f20l1bofaml_us_aa_yld,f25l1bofaml_us_aa_yld,f1l1bofaml_us_bbb_oas,f2l1bofaml_us_bbb_oas,f3l1bofaml_us_bbb_oas,f4l1bofaml_us_bbb_oas,f5l1bofaml_us_bbb_oas,f10l1bofaml_us_bbb_oas,f15l1bofaml_us_bbb_oas,f20l1bofaml_us_bbb_oas,f25l1bofaml_us_bbb_oas,f1l1bofaml_us_bbb_yld,f2l1bofaml_us_bbb_yld,f3l1bofaml_us_bbb_yld,f4l1bofaml_us_bbb_yld,f5l1bofaml_us_bbb_yld,f10l1bofaml_us_bbb_yld,f15l1bofaml_us_bbb_yld,f20l1bofaml_us_bbb_yld,f25l1bofaml_us_bbb_yld,f1l1bofaml_us_hyld_oas,f2l1bofaml_us_hyld_oas,f3l1bofaml_us_hyld_oas,f4l1bofaml_us_hyld_oas,f5l1bofaml_us_hyld_oas,f10l1bofaml_us_hyld_oas,f15l1bofaml_us_hyld_oas,f20l1bofaml_us_hyld_oas,f25l1bofaml_us_hyld_oas,f1l1nfci_lin,f2l1nfci_lin,f3l1nfci_lin,f4l1nfci_lin,f5l1nfci_lin,f10l1nfci_lin,f15l1nfci_lin,f20l1nfci_lin,f25l1nfci_lin,f1l1eurusd,f2l1eurusd,f3l1eurusd,f4l1eurusd,f5l1eurusd,f10l1eurusd,f15l1eurusd,f20l1eurusd,f25l1eurusd,f1l1sp500,f2l1sp500,f3l1sp500,f4l1sp500,f5l1sp500,f10l1sp500,f15l1sp500,f20l1sp500,f25l1sp500,f1l1sveny01,f2l1sveny01,f3l1sveny01,f4l1sveny01,f5l1sveny01,f10l1sveny01,f15l1sveny01,f20l1sveny01,f25l1sveny01,f1l1sveny02,f2l1sveny02,f3l1sveny02,f4l1sveny02,f5l1sveny02,f10l1sveny02,f15l1sveny02,f20l1sveny02,f25l1sveny02,f1l1sveny05,f2l1sveny05,f3l1sveny05,f4l1sveny05,f5l1sveny05,f10l1sveny05,f15l1sveny05,f20l1sveny05,f25l1sveny05,f1l1sveny10,f2l1sveny10,f3l1sveny10,f4l1sveny10,f5l1sveny10,f10l1sveny10,f15l1sveny10,f20l1sveny10,f25l1sveny10,f1l1bkeven02,f2l1bkeven02,f3l1bkeven02,f4l1bkeven02,f5l1bkeven02,f10l1bkeven02,f15l1bkeven02,f20l1bkeven02,f25l1bkeven02,f1l1bkeven03,f2l1bkeven03,f3l1bkeven03,f4l1bkeven03,f5l1bkeven03,f10l1bkeven03,f15l1bkeven03,f20l1bkeven03,f25l1bkeven03,f1l1bkeven04,f2l1bkeven04,f3l1bkeven04,f4l1bkeven04,f5l1bkeven04,f10l1bkeven04,f15l1bkeven04,f20l1bkeven04,f25l1bkeven04,f1l1bkeven05,f2l1bkeven05,f3l1bkeven05,f4l1bkeven05,f5l1bkeven05,f10l1bkeven05,f15l1bkeven05,f20l1bkeven05,f25l1bkeven05,f1l1bkeven10,f2l1bkeven10,f3l1bkeven10,f4l1bkeven10,f5l1bkeven10,f10l1bkeven10,f15l1bkeven10,f20l1bkeven10,f25l1bkeven10,f1l1bkeven1f4,f2l1bkeven1f4,f3l1bkeven1f4,f4l1bkeven1f4,f5l1bkeven1f4,f10l1bkeven1f4,f15l1bkeven1f4,f20l1bkeven1f4,f25l1bkeven1f4,f1l1bkeven1f9,f2l1bkeven1f9,f3l1bkeven1f9,f4l1bkeven1f9,f5l1bkeven1f9,f10l1bkeven1f9,f15l1bkeven1f9,f20l1bkeven1f9,f25l1bkeven1f9,f1l1bkeven5f05,f2l1bkeven5f05,f3l1bkeven5f05,f4l1bkeven5f05,f5l1bkeven5f05,f10l1bkeven5f05,f15l1bkeven5f05,f20l1bkeven5f05,f25l1bkeven5f05,f1l1broad,f2l1broad,f3l1broad,f4l1broad,f5l1broad,f10l1broad,f15l1broad,f20l1broad,f25l1broad,f1l1afe,f2l1afe,f3l1afe,f4l1afe,f5l1afe,f10l1afe,f15l1afe,f20l1afe,f25l1afe,f1l1eme,f2l1eme,f3l1eme,f4l1eme,f5l1eme,f10l1eme,f15l1eme,f20l1eme,f25l1eme,f1l1krippner,f2l1krippner,f3l1krippner,f4l1krippner,f5l1krippner,f10l1krippner,f15l1krippner,f20l1krippner,f25l1krippner,f1l1krippnerlong,f2l1krippnerlong,f3l1krippnerlong,f4l1krippnerlong,f5l1krippnerlong,f10l1krippnerlong,f15l1krippnerlong,f20l1krippnerlong,f25l1krippnerlong
24apr1991,5.8400002,5.8899999,,,,,,-.2308685736996772,-17.295319,594.74084,6.374050583357,6.883607561594,7.674095433155,8.188760333269,,,,,,,,,424.5770001201278,467.5726605241539,349.4003667576637,,5.8899999,-.10999966,-.099999905,-.11999989,-.21000004,-.17999983,-.21999979,-.26999998,-.25999975,-.26999998,.029999733,-.03000021,.009999752,.059999943,-.019999981,-.17000008,.090000153,-.21000004,-.13000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0039914292,-.0059871441,-.0099685704,-.011295713,-.012622855,-.018162856,-.017631426,-.011892853,-.0031242881,.30045986,-.14267731,1.0141506,-1.1259785,-1.1259785,-1.1923809,-3.1348038,-1.9897137,-3.0778961,-.65960693,-.72027588,-2.1445313,-1.6932983,-.38580322,-.85491943,-3.5161133,-1.4697266,.26947021,-.10310158,-.094931953,-.097415715,-.18361202,-.21206848,-.2052267,-.23124865,-.22517727,-.25990909,-.09340141,-.0832837,-.094937049,-.16039765,-.19135079,-.167547,-.17316991,-.17284751,-.22621299,-.054786693,-.069333576,-.071364678,-.11547004,-.13386072,-.087798171,-.018674979,-.086194836,-.11609476,-.050518833,-.04646581,-.030031096,-.081010945,-.093322046,-.033896528,.08742784,.034103636,.028436819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.084478319,.20074716,.38421699,-.63223439,-.45118353,.06189964,-.63527471,-.1220759,-.30873778,.13766113,.32115623,.56074291,-.8928749,-.88784605,-.19544367,-1.2269727,-.48828885,-.70877808,-.029854996,-.058110286,.0047184965,-.071905009,.48756093,.61514068,.63676769,.66521496,.55127555,,,,,,,,,,.029999733,-.03000021,.009999752,.059999943,-.019999981,-.17000008,.090000153,-.21000004,-.13000011
25apr1991,5.7800002,5.9499998,,,,,,-.2328642883471055,-15.942019,593.81958,6.325876346941,6.848369033983,7.683127079775,8.205012867435,,,,,,,,,424.462870192005,467.396860336035,349.4188166027566,,5.9499998,-.050000191,-.070000172,-.16000032,-.13000011,-.21000004,-.19000006,-.26999998,-.26999998,-.22000027,0,.039999962,.090000153,.010000229,-.029999733,-.12999964,0,-.19999981,-.049999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0039914292,-.0079728561,-.0092999982,-.01062714,-.011954282,-.016744284,-.015298569,-.0088842809,.00021999648,.91016197,2.0669899,-.073139191,-.073139191,-.29478073,.37673759,-2.335371,-.21004868,-1.0651169,-.98193359,-2.406189,-1.9549561,-.64746094,-.5869751,.12792969,-2.800415,-2.0562134,1.0913086,-.040004607,-.04248837,-.12868467,-.15714113,-.19179533,-.14360186,-.18504688,-.18583643,-.20819199,-.025120821,-.036774166,-.10223477,-.1331879,-.1601987,-.099500708,-.11355279,-.13941866,-.17937148,-.0055152373,-.0075463392,-.051651701,-.070042387,-.089686431,-.022369104,.037362207,-.011465868,-.081608288,.020305559,.03674027,-.014239577,-.026550675,-.087187223,.023708571,.13720351,.13241661,.033722673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0021389166,.18560873,-.83084267,-.64979178,-.34093177,.17458485,-.82868838,-.4135378,-.36415878,.0076949066,.24728161,-1.2063363,-1.2013073,-.76795864,-.062451035,-1.5196108,-.95430517,-.81455016,-.0098054446,.053023338,-.02360017,.53586578,.57709789,.68416864,.65666831,.74901307,.60410023,,,,,,,,,,0,.039999962,.090000153,.010000229,-.029999733,-.12999964,0,-.19999981,-.049999714
26apr1991,5.79,5.8899999,,,,,,-.2348600029945374,-16.385157,593.75891,6.334045976719,6.858486741658,7.668580195928,8.209065891426,,,,,,,,,424.5791390368505,467.5803554304972,349.3905613134592,,5.8899999,-.010000229,-.10000038,-.070000172,-.1500001,-.14000034,-.13000011,-.21000004,-.21000004,-.070000172,-.019999981,.03000021,-.049999714,-.089999676,-.18999958,-.25999975,-.15999985,-.29999971,-.029999733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0059771412,-.0073042833,-.008631425,-.0099585671,-.011285709,-.015325712,-.012965711,-.005875709,.0035642812,.71369076,-1.4264383,-1.4264383,-1.6480799,-2.4309149,-1.3961077,-2.9512777,-2.7962942,-1.6615553,-1.4849243,-1.0336914,.27380371,.33428955,.40783691,-.92980957,-1.8254395,-.46514893,2.7514648,.0056858682,-.08051043,-.10896689,-.1436211,-.1263921,-.10550549,-.13513613,-.1475895,-.097068526,-.0015356401,-.066996247,-.097949378,-.12496018,-.098162726,-.042032819,-.068284191,-.11240406,-.089685731,-.016577985,-.060683347,-.079074033,-.098718077,-.044428695,.030084264,.017682113,-.02642595,-.045588847,.020487737,-.03049211,-.042803209,-.10343976,-.01878508,.11187809,.072451033,.12666495,.039742075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.29973868,-.71671271,-.53566188,-.22680184,.26365313,-.053725436,.061773382,-.30966559,.11951231,.42308182,-1.0305361,-1.0255072,-.59215844,.11595904,-.39848781,-.21424215,-.76800996,-.10672089,.034573492,-.042050015,.51741594,.55864805,.58116835,.68745053,.65515625,.67569095,.60587227,,,,,,,,,,-.019999981,.03000021,-.049999714,-.089999676,-.18999958,-.25999975,-.15999985,-.29999971,-.029999733
29apr1991,5.77,5.9299998,,,,,,-.2388414293527603,-15.228329,592.33466,6.331562215119,6.846833393867,7.666549094155,8.225500603951,,,,,,,,,424.7626088567016,467.8199421376542,349.4533900951023,,5.9299998,-.11000013,-.079999924,-.15999985,-.1500001,-.1500001,-.13999987,-.15999985,-.21999979,0,.090000153,.010000229,-.029999733,-.12999964,-.069999695,-.089999676,-.069999695,-.23999977,.070000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0053085685,-.0066357106,-.0079628527,-.0092899948,-.011021425,-.012318568,-.0079314243,.00016571581,.0088600004,-.98330116,-.98330116,-1.2049427,-1.9877777,-.28064919,-1.4528942,-2.5081406,-2.5014954,.41756153,-.97302246,.33447266,.3949585,.46850586,.27923584,-.5980835,-1.7943115,-.40447998,2.3570557,-.088680059,-.11713652,-.15179072,-.13456172,-.13894606,-.14533108,-.12232066,-.15575914,-.029132856,-.077113956,-.10806709,-.13507789,-.10828043,-.097650133,-.072282791,-.054201577,-.12252177,-.014500303,-.046136465,-.064527147,-.084171191,-.029881811,-.019033838,.01218785,.037805695,-.011879067,.068846323,-.034545135,-.046856232,-.10749278,-.022838105,-.0042245095,.074552812,.085081853,.12261193,.10366719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.83298159,-.65193069,-.34307069,.14738427,-.024484091,-.29892468,-.22183588,-.42593443,.37891775,-1.2140311,-1.2090023,-.77565354,-.067536056,-.3353712,-.78060883,-.67838246,-.95150506,-.052418988,-.013794726,.54567122,.58690333,.60942364,.64386624,.73660809,.75965571,.70394629,1.3062128,,,,,,,,,,.090000153,.010000229,-.029999733,-.12999964,-.069999695,-.089999676,-.069999695,-.23999977,.070000172
30apr1991,5.6799998,5.98,,,,,,-.240168571472168,-17.368458,592.78589,6.245365915469,6.781372788812,7.622443730917,8.174520756362,,,,,,,,,423.7461574699976,466.3663242944359,349.3767665876001,,5.98,-.059999943,-.13999987,-.13000011,-.13000011,-.099999905,-.11000013,-.099999905,-.17999983,-.03000021,-.029999733,-.069999695,-.1699996,-.10999966,-.13999987,-.079999924,-.1699996,.059999943,.03000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0026542842,-.0039814264,-.0053085685,-.0070399982,-.0076171416,-.0079999994,-.0029371402,.0054957122,.013941429,-2.1401291,-2.3617706,-3.1446056,-1.4374771,-2.5084133,-3.0413151,-3.0937843,-3.1179352,-.96064568,1.758728,1.8192139,1.8927612,1.7034912,.97473145,-.54748535,.45123291,2.1917114,3.6988525,-.11465276,-.14930697,-.13207796,-.1364623,-.13495213,-.11318933,-.11264838,-.189228,-.026074385,-.096413739,-.12342454,-.096627086,-.085996792,-.085905261,-.060627986,-.052377984,-.13873312,.011404554,-.062496047,-.082140088,-.027850708,-.017002735,-.026081771,.062369805,.0028492853,-.036031194,.074499615,-.063290946,-.1239275,-.039272815,-.020659221,.012445809,.11665492,.037096545,.05117356,.073656276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.83540052,-.52654052,-.036085542,-.20795391,-.55959547,-.81100678,-.76397794,-.94932723,.029941969,-1.448589,-1.0152403,-.30712277,-.57495791,-1.0988241,-1.5013123,-1.42845,-1.6759782,-.54957062,.48284242,.52407455,.54659486,.58103746,.59964752,.67302364,.66451538,.61283916,1.2757879,,,,,,,,,,-.029999733,-.069999695,-.1699996,-.10999966,-.13999987,-.079999924,-.1699996,.059999943,.03000021
01may1991,5.71,5.9000001,,,,,,-.2414957135915756,-17.368458,594.09338,6.21690945148,6.750419653268,7.60405304769,8.162209657941,,,,,,,,,423.9272083385598,466.3713531725479,349.9362325232664,,5.9000001,-.049999714,-.039999962,-.039999962,-.009999752,-.009999752,-.059999943,-.049999714,-.059999943,.080000401,-.11999989,-.21999979,-.15999985,-.19000006,-.23000002,.03000021,-.26999998,-.19000006,-.099999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0026542842,-.0039814264,-.0057128561,-.0062899995,-.0068671429,-.0063357139,-.00059714064,.0081714243,.016368572,-.22164154,-1.0044765,.70265198,-.36828423,-.066402435,-2.0088253,-.8637352,-1.9519176,1.0716152,1.367981,1.4415283,1.2522583,.52349854,.83837891,-1.8228149,.22357178,1.9627686,2.5618286,-.063110664,-.045881663,-.050266001,-.048755836,-.021614695,-.047636628,-.041565254,-.076297075,.10652009,-.057963934,-.031166477,-.020536184,-.02044466,-.0071493504,-.012772255,-.012449852,-.06581533,.11937625,-.03803473,.016254654,.027102627,.018023591,.027671872,.096795067,.029275211,-.00062471954,.16432855,-.072947651,.011707031,.030320626,.06342566,.047114417,.16843879,.11511458,.10944776,.17007861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4899109,.98036587,.80849749,.45685592,.69413406,-.0030403165,.51015848,.32349661,1.2795328,.43837759,1.1464951,.87865996,.3547937,.69743127,-.3340978,.40458605,.18409684,1.233927,.60069805,.62321836,.65766102,.67627102,.68704569,.7086727,.73711997,.62318057,1.3775769,,,,,,,,,,-.11999989,-.21999979,-.15999985,-.19000006,-.23000002,.03000021,-.26999998,-.19000006,-.099999905
02may1991,5.6300001,5.8600001,,,,,,-.2428228557109833,-17.590099,594.15387,6.182255247886,6.723408854945,7.584409002698,8.101573107191999,,,,,,,,,424.2360683561922,466.8047018708455,349.9774646591381,,5.8600001,-.070000172,-.070000172,-.039999962,-.039999962,-.059999943,-.13999987,-.13999987,-.090000153,.029999733,-.13999987,-.079999924,-.11000013,-.1500001,-.13999987,-.010000229,-.21000004,-.059999943,-.079999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0026542842,-.004385714,-.0049628573,-.0055400007,-.0061171437,-.0046714288,.001742859,.010847136,.018795716,-1.0044765,.70265198,-.36828423,-.066402435,.44987679,-2.2622318,-.13690948,-.99197769,1.1064491,.1340332,-.055236816,-.78399658,-.46911621,.77539063,-2.1529541,-1.4087524,1.7387695,.87445068,-.017425198,-.021809539,-.020299371,.006841769,.013539269,-.027905744,-.028695306,-.05105086,.17452221,-.00021334227,.010416952,.010508477,.023803785,.033687197,.019635119,-.0062307529,-.046183567,.19999292,.034645338,.045493312,.036414277,.046062555,.047673281,.10740459,.058576517,-.011565901,.22812651,.024018129,.042631723,.075736754,.059425518,.050259247,.16375418,.15896729,.060273346,.21804975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.79931498,.62744659,.27580506,.51308316,.82437664,-.17889659,.23625398,.285633,1.2336401,1.1414663,.87363106,.34976482,.69240236,1.1388563,-.31830341,.24700217,.38675719,1.4208475,.063752443,.098195061,.1168051,.12757973,.14830288,.12080254,.2131473,.068234473,.83117837,,,,,,,,,,-.13999987,-.079999924,-.11000013,-.1500001,-.13999987,-.010000229,-.21000004,-.059999943,-.079999924
03may1991,5.6399999,5.7600002,,,,,,-.2441499978303909,-18.372934,594.22742,6.199484253756,6.750206311003,7.638698385647,8.18622778746,,,,,,,,,424.726523312736,467.5128193777951,349.9999849649741,,5.7600002,.009999752,.039999962,.039999962,.019999981,.019999981,-.059999943,-.059999943,.079999924,.10999966,-.039999962,-.070000172,-.11000013,-.099999905,-.17000008,-.070000172,-.21000004,.059999943,-.1500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0030585718,-.0036357152,-.0042128586,-.0047900015,-.0053671449,-.0030071437,.0040828586,.013522848,.02122286,.92429352,-.14664268,.15523911,.67151833,.2519722,-1.3031979,-1.1482143,-.013475418,1.7736082,-.11572266,-.84448242,-.52960205,.71490479,-1.2640991,-2.159729,-.79943848,2.4171753,-.28686523,.012844665,.014354832,.041495971,.048193473,.038115609,.0084849708,-.0039684125,.046552572,.29267055,.037427749,.037519276,.050814584,.060697995,.082927361,.056675985,.01255612,.03527445,.33804491,.065137357,.056058321,.065706596,.067317329,.12880234,.11640019,.072292127,.053129233,.31037247,.10326827,.13637331,.12006207,.1108958,.21531785,.17589079,.23010471,.14318183,.35043415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.31858659,-.033054955,.20422316,.51551664,.17307641,.28857523,-.082863748,.34631416,1.3771911,.44028237,-.083583869,.25905368,.70550764,.19367066,.37791631,-.17585151,.48543757,1.6457441,.056962922,.075572968,.086347595,.10707074,.12880249,.096508197,.11704292,.047224235,.79985106,,,,,,,,,,-.039999962,-.070000172,-.11000013,-.099999905,-.17000008,-.070000172,-.21000004,.059999943,-.1500001
06may1991,5.6399999,5.8200002,,,,,,-.2458814276116232,-16.665806,594.03815,6.195099913255,6.760836605167,7.64954635829,8.204841381751001,,,,,,,,,424.5546549461664,467.2449842460537,350.0344275814211,,5.8200002,.03000021,.03000021,.010000229,.010000229,.010000229,-.009999752,-.069999695,.1500001,.13000011,.029999733,-.010000229,0,-.070000172,.039999962,.059999943,-.11000013,.19999981,.069999695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0023085731,-.0028857163,-.0034628597,-.0040400028,-.0030285737,.0013585708,.0094557106,.018149996,.023385715,.63619232,.93807411,1.4543533,1.0348072,.5348835,-.52036285,-.51371765,2.4053392,3.3646889,-.91802979,-.60314941,.64135742,-1.3376465,-1.0665894,-2.2628174,-.87298584,1.8885498,-.58734131,-.0028741737,.024266968,.030964468,.020886606,-.010769354,.012241063,-.021197418,.10542887,.26934862,.010721819,.024017127,.03390054,.056129906,.035997637,.054078851,-.014241336,.09378013,.30983114,.0017689376,.011417217,.013027945,.074512959,.042069659,.067687504,.018002743,.098728128,.25535864,.051718626,.035407387,.026241116,.13066317,.09739092,.10791995,.14545004,.12650529,.27009481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.52350992,-.28623179,.025061663,-.31737855,-.44630897,-.36922017,-.57331872,.23153347,1.1083523,-.79170138,-.44906384,-.0026098895,-.51444685,-.71307278,-.6108464,-.88396901,.015117065,1.2350885,.05305266,.063827291,.084550433,.10628219,.12718441,.15023205,.094522618,.69678909,.83589262,,,,,,,,,,.029999733,-.010000229,0,-.070000172,.039999962,.059999943,-.11000013,.19999981,.069999695
07may1991,5.6700001,5.79,,,,,,-.2464585708720346,-17.736742,593.30939,6.196610080171,6.76092812976,7.64046732322,8.237946413369,,,,,,,,,424.2030134005624,466.7211180003783,350.0530376235203,,5.79,.03000021,.010000229,.010000229,.010000229,.019999981,.03000021,-.049999714,.099999905,.099999905,-.070000172,-.059999943,-.13000011,-.019999981,.029999733,-.059999943,.1699996,.13999987,-.03000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0011542866,-.0017314298,-.0023085731,-.001297144,-.00096000091,.0041028582,.012535711,.020981427,.025395716,-.76905441,-.25277519,-.67232132,-1.172245,-1.603838,-1.6563072,-1.6804581,.47683144,1.7436228,-.41387939,.83062744,-1.1483765,-.87731934,-2.2509766,-1.2522583,.48822021,1.9953613,.25488281,.028651308,.035348807,.025270946,-.0063850139,.023272971,.023813924,-.052765694,.11038791,.27220768,.013386833,.023270246,.045499612,.025367344,.025368802,.033618804,-.052736323,.097401343,.30230841,.00056924351,.0021799719,.063664988,.031221688,.07937254,.019852022,-.019028457,.091502346,.25485557,.016793793,.0076275221,.11204957,.078777321,.13731414,.057755768,.071832784,.094315499,.24157178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.11436343,.19693004,-.1455102,-.27444059,-.60305285,-.55602401,-.74137336,.23789588,1.2225858,-.18122871,.26522523,-.24661171,-.44523764,-.92635435,-.85349208,-1.1010202,.025387289,1.4125012,.029384675,.050107818,.071839578,.092741795,.091986164,.083477885,.031801682,.69475043,.81430227,,,,,,,,,,-.070000172,-.059999943,-.13000011,-.019999981,.029999733,-.059999943,.1699996,.13999987,-.03000021
08may1991,5.6700001,5.75,,,,,,-.2470357141324451,-17.43486,593.62427,6.22375122066,6.774223438472,7.650115601817,8.221635174258999,,,,,,,,,424.4402915127051,467.063755535775,350.0638122566434,,5.75,-.019999981,-.019999981,-.019999981,-.010000229,-.050000191,-.039999962,-.050000191,.090000153,.059999943,-.029999733,-.099999905,.010000229,.059999943,.22000027,-.079999924,0,.090000153,-.11999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0011542866,-.0017314298,-.00072000071,-.00038285766,-.000045714634,.0056928587,.014461423,.022658572,.02625143,.81816101,.39861488,-.10130882,-.53290176,-1.6405411,-.49545097,-1.5836334,1.4398994,3.3656368,1.5593872,-.4196167,-.14855957,-1.5222168,-2.3463135,-.29992676,1.43927,2.0383301,-.17773438,.033838641,.023760779,-.007895181,.021762805,.0011192058,.0071905805,-.027541241,.15527593,.32732123,.023178721,.045408085,.025275819,.025277277,.0076724044,.0079948064,-.045370672,.13982092,.35381904,.011259007,.072744019,.040300723,.088451579,.078771472,.011251618,-.018648311,.14630495,.31437823,-.02547751,.078944542,.04567229,.10420911,.10501313,.051688921,.046022106,.10665295,.27486777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.54857159,.20613135,.077200942,-.25141129,-.45989624,.053302571,-.13335933,.8226769,1.9733156,.78909147,.27725452,.0786286,-.40248808,-.68889153,.049792338,-.17069687,.87913334,2.5161095,.031497777,.053229533,.07413175,.073376119,.032401673,.060848929,-.053090446,.70130587,.80640787,,,,,,,,,,-.029999733,-.099999905,.010000229,.059999943,.22000027,-.079999924,0,.090000153,-.11999989
09may1991,5.6500001,5.7600002,,,,,,-.2476128573928564,-16.918581,594.86877,6.230448720525,6.784106851008,7.651726330188,8.212468903972001,,,,,,,,,424.7515849754151,467.5102094883114,350.0845354008556,,5.7600002,-.019999981,-.019999981,-.010000229,-.050000191,-.099999905,-.099999905,-.050000191,.069999695,.090000153,-.059999943,.050000191,.099999905,.26000023,.13999987,-.059999943,.090000153,.070000172,.039999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.0011542866,-.00014285743,.0001942856,.00053142861,.00086857163,.0072828596,.016387137,.024335716,.027107144,.096733093,-.40319061,-.83478355,-1.9424229,-2.1958294,-.07050705,-.92557526,1.1728516,4.3153906,-.73449707,-.46343994,-1.8370972,-2.6611938,-1.6838379,-.93963623,2.2078857,1.3435669,-.23278809,-.0033803617,-.035036322,-.0053783362,-.026021935,-.034747511,-.035537075,-.057892628,.16768043,.29361159,.032112777,.01198051,.01198197,-.0056229043,-.004168666,-.030034538,-.069987357,.17618914,.33267954,.063095741,.030652445,.078803301,.069123194,.061342038,.012513964,-.057628457,.18206397,.29001704,.095255785,.061983529,.12052035,.12132437,.10432867,.099541768,.00084783084,.15862423,.27479342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.031146755,-.16007717,-.48868942,-.69717437,-.69197977,-.27682921,-.22745018,.72055691,1.756965,-.065383002,-.26400894,-.74512559,-1.0315291,-1.0107057,-.44540018,-.30564517,.72844517,2.228189,.042454902,.063357122,.062601492,.021627041,-.0067771971,.085567571,-.059345257,.70359862,.74392003,,,,,,,,,,-.059999943,.050000191,.099999905,.26000023,.13999987,-.059999943,.090000153,.070000172,.039999962
