DATE	BAMLC0A2CAA	BAMLC0A2CAAEY	BAMLC0A4CBBB	BAMLC0A4CBBBEY	BAMLH0A0HYM2	BAMLHE00EHYIOAS	NASDAQCOM	VIXCLS	WILL5000IND	WILL5000INDFC	WILL5000PR	WILLLRGCAP	WILLSMLCAP
1989-09-01							471.340000		8.85	8.85	3458.15	.	.
1989-09-04							.		.	.	.	.	.
1989-09-05							471.420000		8.84	8.84	3451.36	.	.
1989-09-06							469.250000		8.77	8.77	3424.72	.	.
1989-09-07							469.680000		8.75	8.75	3418.66	.	.
1989-09-08							471.310000		8.76	8.76	3422.71	.	.
1989-09-11							470.420000		8.74	8.74	3411.32	.	.
1989-09-12							471.860000		8.77	8.77	3422.64	.	.
1989-09-13							471.830000		8.71	8.71	3399.55	.	.
1989-09-14							468.780000		8.64	8.64	3375.78	.	.
1989-09-15							467.570000		8.66	8.66	3382.99	.	.
1989-09-18							466.890000		8.69	8.69	3393.61	.	.
1989-09-19							467.050000		8.70	8.70	3393.64	.	.
1989-09-20							466.720000		8.70	8.70	3393.33	.	.
1989-09-21							467.000000		8.69	8.69	3390.29	.	.
1989-09-22							468.070000		8.72	8.72	3400.34	.	.
1989-09-25							466.710000		8.66	8.66	3378.00	.	.
1989-09-26							467.840000		8.67	8.67	3381.41	.	.
1989-09-27							467.770000		8.68	8.68	3387.51	.	.
1989-09-28							471.140000		8.76	8.76	3417.12	.	.
1989-09-29							472.920000		8.79	8.79	3426.66	5835.73	6667.48
1989-10-02							475.190000		8.83	8.83	3443.07	.	.
1989-10-03							477.280000		8.92	8.92	3475.84	.	.
1989-10-04							479.320000		8.97	8.97	3494.95	.	.
1989-10-05							480.660000		8.98	8.98	3497.36	.	.
1989-10-06							483.640000		9.02	9.02	3514.32	.	.
1989-10-09							485.730000		9.04	9.04	3523.47	.	.
1989-10-10							484.140000		9.03	9.03	3517.18	.	.
1989-10-11							482.160000		8.98	8.98	3497.75	.	.
1989-10-12							482.190000		8.95	8.95	3485.24	.	.
1989-10-13							467.290000		8.46	8.46	3295.67	.	.
1989-10-16							460.980000		8.60	8.60	3354.31	.	.
1989-10-17							459.930000		8.56	8.56	3339.12	.	.
1989-10-18							463.280000		8.59	8.59	3346.76	.	.
1989-10-19							470.800000		8.72	8.72	3397.04	.	.
1989-10-20							470.670000		8.72	8.72	3396.10	.	.
1989-10-23							467.220000		8.66	8.66	3374.45	.	.
1989-10-24							461.700000		8.62	8.62	3355.77	.	.
1989-10-25							462.890000		8.60	8.60	3349.49	.	.
1989-10-26							458.150000		8.50	8.50	3309.03	.	.
1989-10-27							452.760000		8.42	8.42	3280.30	.	.
1989-10-30							451.370000		8.42	8.42	3276.55	.	.
1989-10-31							455.630000		8.53	8.53	3320.35	5694.80	6280.63
1989-11-01							456.640000		8.56	8.56	3330.04	.	.
1989-11-02							453.140000		8.51	8.51	3309.75	.	.
1989-11-03							452.970000		8.49	8.49	3303.62	.	.
1989-11-06							448.020000		8.38	8.38	3260.75	.	.
1989-11-07							449.400000		8.42	8.42	3275.17	.	.
1989-11-08							454.050000		8.51	8.51	3305.55	.	.
1989-11-09							454.070000		8.48	8.48	3296.15	.	.
1989-11-10							456.190000		8.54	8.54	3315.84	.	.
1989-11-13							455.940000		8.55	8.55	3320.62	.	.
1989-11-14							454.030000		8.52	8.52	3308.81	.	.
1989-11-15							455.840000		8.57	8.57	3327.74	.	.
1989-11-16							455.280000		8.57	8.57	3326.80	.	.
1989-11-17							456.720000		8.60	8.60	3336.57	.	.
1989-11-20							455.710000		8.55	8.55	3317.96	.	.
1989-11-21							454.140000		8.54	8.54	3317.05	.	.
1989-11-22							455.140000		8.59	8.59	3334.98	.	.
1989-11-23							.		.	.	.	.	.
1989-11-24							456.630000		8.64	8.64	3352.51	.	.
1989-11-27							456.170000		8.67	8.67	3365.51	.	.
1989-11-28							456.660000		8.69	8.69	3369.14	.	.
1989-11-29							455.810000		8.64	8.64	3351.27	.	.
1989-11-30							456.090000		8.68	8.68	3367.64	5804.14	6327.17
1989-12-01							457.100000		8.77	8.77	3403.69	.	.
1989-12-04							458.280000		8.80	8.80	3409.72	.	.
1989-12-05							458.550000		8.77	8.77	3396.58	.	.
1989-12-06							456.670000		8.75	8.75	3392.41	.	.
1989-12-07							456.310000		8.73	8.73	3384.82	.	.
1989-12-08							456.220000		8.75	8.75	3391.92	.	.
1989-12-11							452.420000		8.74	8.74	3385.70	.	.
1989-12-12							450.430000		8.79	8.79	3408.19	.	.
1989-12-13							451.140000		8.82	8.82	3414.74	.	.
1989-12-14							447.480000		8.77	8.77	3396.59	.	.
1989-12-15							443.840000		8.74	8.74	3386.43	.	.
1989-12-18							436.030000		8.59	8.59	3328.68	.	.
1989-12-19							434.350000		8.56	8.56	3314.70	.	.
1989-12-20							436.940000		8.57	8.57	3318.26	.	.
1989-12-21							441.090000		8.62	8.62	3336.44	.	.
1989-12-22							444.570000		8.69	8.69	3361.82	.	.
1989-12-25							.		.	.	.	.	.
1989-12-26							445.260000		8.68	8.68	3359.03	.	.
1989-12-27							448.810000		8.73	8.73	3376.82	.	.
1989-12-28							449.980000		8.77	8.77	3391.69	.	.
1989-12-29							454.820000		8.84	8.84	3419.88	5931.77	6342.99
1990-01-01							.		.	.	.	.	.
1990-01-02							459.330000	17.24	8.97	8.97	3469.28	.	.
1990-01-03							460.900000	18.19	8.97	8.97	3467.69	.	.
1990-01-04							459.390000	19.22	8.91	8.91	3444.69	.	.
1990-01-05							458.220000	20.11	8.83	8.83	3418.30	.	.
1990-01-08							458.710000	20.26	8.86	8.86	3427.01	.	.
1990-01-09							456.770000	22.20	8.78	8.78	3394.91	.	.
1990-01-10							450.700000	22.44	8.71	8.71	3369.43	.	.
1990-01-11							448.860000	20.05	8.73	8.73	3377.74	.	.
1990-01-12							439.720000	24.64	8.54	8.54	3300.59	.	.
1990-01-15							436.640000	26.34	8.46	8.46	3271.91	.	.
1990-01-16							440.160000	24.18	8.53	8.53	3297.26	.	.
1990-01-17							438.680000	24.16	8.47	8.47	3274.87	.	.
1990-01-18							437.520000	24.34	8.48	8.48	3276.64	.	.
1990-01-19							440.880000	22.50	8.50	8.50	3286.25	.	.
1990-01-22							431.940000	26.70	8.31	8.31	3212.18	.	.
1990-01-23							430.420000	24.72	8.31	8.31	3215.56	.	.
1990-01-24							425.660000	25.39	8.27	8.27	3190.20	.	.
1990-01-25							425.240000	25.63	8.18	8.18	3163.07	.	.
1990-01-26							421.330000	26.28	8.15	8.15	3152.35	.	.
1990-01-29							418.110000	26.44	8.13	8.13	3140.17	.	.
1990-01-30							410.720000	27.25	8.06	8.06	3112.99	.	.
1990-01-31							415.810000	25.36	8.19	8.19	3163.30	5509.25	5820.64
1990-02-01							417.760000	24.87	8.20	8.20	3166.40	.	.
1990-02-02							422.210000	24.32	8.26	8.26	3189.76	.	.
1990-02-05							424.730000	24.54	8.30	8.30	3201.87	.	.
1990-02-06							423.990000	24.69	8.26	8.26	3186.69	.	.
1990-02-07							426.790000	24.29	8.35	8.35	3218.33	.	.
1990-02-08							427.320000	23.77	8.34	8.34	3216.98	.	.
1990-02-09							428.840000	23.69	8.36	8.36	3224.00	.	.
1990-02-12							426.380000	24.38	8.29	8.29	3193.87	.	.
1990-02-13							425.750000	23.76	8.30	8.30	3198.14	.	.
1990-02-14							426.560000	22.05	8.32	8.32	3204.38	.	.
1990-02-15							429.610000	19.71	8.39	8.39	3230.36	.	.
1990-02-16							429.010000	20.78	8.35	8.35	3215.68	.	.
1990-02-19							.	.	.	.	.	.	.
1990-02-20							423.830000	22.78	8.24	8.24	3174.67	.	.
1990-02-21							421.520000	23.89	8.23	8.23	3167.27	.	.
1990-02-22							422.750000	22.54	8.20	8.20	3156.66	.	.
1990-02-23							419.520000	23.69	8.15	8.15	3138.68	.	.
1990-02-26							420.950000	23.56	8.23	8.23	3167.33	.	.
1990-02-27							422.610000	22.69	8.28	8.28	3182.93	.	.
1990-02-28							425.830000	21.99	8.32	8.32	3201.21	5589.02	5989.27
1990-03-01							427.210000	21.90	8.35	8.35	3210.98	.	.
1990-03-02							431.020000	21.34	8.42	8.42	3237.64	.	.
1990-03-05							430.150000	22.03	8.39	8.39	3225.15	.	.
1990-03-06							432.330000	20.55	8.48	8.48	3258.50	.	.
1990-03-07							432.470000	19.10	8.46	8.46	3253.10	.	.
1990-03-08							436.500000	19.74	8.54	8.54	3281.11	.	.
1990-03-09							436.760000	20.30	8.50	8.50	3264.77	.	.
1990-03-12							436.560000	20.07	8.51	8.51	3270.18	.	.
1990-03-13							434.580000	21.05	8.46	8.46	3249.66	.	.
1990-03-14							436.150000	19.65	8.48	8.48	3257.00	.	.
1990-03-15							438.060000	18.81	8.50	8.50	3267.16	.	.
1990-03-16							442.160000	17.62	8.58	8.58	3296.34	.	.
1990-03-19							442.910000	18.29	8.62	8.62	3308.01	.	.
1990-03-20							440.080000	19.06	8.57	8.57	3292.46	.	.
1990-03-21							439.300000	20.10	8.54	8.54	3277.94	.	.
1990-03-22							434.510000	22.74	8.44	8.44	3241.75	.	.
1990-03-23							437.250000	20.46	8.47	8.47	3253.47	.	.
1990-03-26							438.840000	19.59	8.49	8.49	3257.76	.	.
1990-03-27							439.500000	21.01	8.56	8.56	3286.05	.	.
1990-03-28							436.690000	19.77	8.57	8.57	3287.18	.	.
1990-03-29							435.420000	18.46	8.54	8.54	3277.81	.	.
1990-03-30							435.540000	19.73	8.53	8.53	3273.46	5719.75	6181.40
1990-04-02							433.180000	22.84	8.49	8.49	3258.45	.	.
1990-04-03							437.650000	20.44	8.60	8.60	3300.43	.	.
1990-04-04							435.420000	22.03	8.55	8.55	3280.25	.	.
1990-04-05							433.420000	21.21	8.54	8.54	3275.87	.	.
1990-04-06							430.900000	21.76	8.52	8.52	3268.04	.	.
1990-04-09							430.180000	22.30	8.54	8.54	3275.41	.	.
1990-04-10							431.900000	21.69	8.56	8.56	3280.32	.	.
1990-04-11							433.530000	17.73	8.56	8.56	3280.36	.	.
1990-04-12							436.310000	19.80	8.62	8.62	3301.51	.	.
1990-04-13							.	.	.	.	.	.	.
1990-04-16							436.700000	20.75	8.62	8.62	3304.43	.	.
1990-04-17							435.420000	20.38	8.62	8.62	3303.74	.	.
1990-04-18							431.520000	22.67	8.53	8.53	3270.68	.	.
1990-04-19							429.000000	22.46	8.46	8.46	3246.94	.	.
1990-04-20							425.790000	23.33	8.39	8.39	3218.52	.	.
1990-04-23							420.080000	24.16	8.30	8.30	3179.17	.	.
1990-04-24							419.190000	21.70	8.28	8.28	3172.38	.	.
1990-04-25							420.560000	20.86	8.32	8.32	3186.18	.	.
1990-04-26							421.060000	20.25	8.33	8.33	3192.37	.	.
1990-04-27							417.980000	22.19	8.25	8.25	3161.33	.	.
1990-04-30							420.070000	19.52	8.28	8.28	3172.33	5565.89	5945.58
1990-05-01							421.850000	18.43	8.32	8.32	3185.44	.	.
1990-05-02							423.580000	19.32	8.37	8.37	3204.89	.	.
1990-05-03							425.440000	17.81	8.40	8.40	3215.27	.	.
1990-05-04							428.610000	17.28	8.46	8.46	3238.64	.	.
1990-05-07							431.230000	17.65	8.52	8.52	3256.97	.	.
1990-05-08							431.840000	18.49	8.55	8.55	3268.16	.	.
1990-05-09							431.340000	18.64	8.56	8.56	3275.20	.	.
1990-05-10							433.200000	18.59	8.60	8.60	3285.07	.	.
1990-05-11							438.100000	19.81	8.77	8.77	3353.97	.	.
1990-05-14							441.610000	20.14	8.84	8.84	3377.39	.	.
1990-05-15							442.500000	19.49	8.84	8.84	3373.68	.	.
1990-05-16							442.930000	17.71	8.83	8.83	3373.34	.	.
1990-05-17							445.740000	17.27	8.85	8.85	3379.58	.	.
1990-05-18							448.310000	17.20	8.86	8.86	3383.70	.	.
1990-05-21							452.890000	16.72	8.95	8.95	3415.27	.	.
1990-05-22							453.890000	17.84	8.96	8.96	3422.31	.	.
1990-05-23							456.870000	17.18	8.98	8.98	3428.77	.	.
1990-05-24							458.290000	17.70	8.98	8.98	3425.05	.	.
1990-05-25							453.690000	17.32	8.90	8.90	3396.80	.	.
1990-05-28							.	.	.	.	.	.	.
1990-05-29							457.510000	18.75	9.02	9.02	3441.98	.	.
1990-05-30							458.770000	17.44	9.03	9.03	3445.16	.	.
1990-05-31							458.970000	17.37	9.04	9.04	3448.48	6093.93	6363.32
1990-06-01							462.130000	17.09	9.09	9.09	3467.97	.	.
1990-06-04							465.610000	18.39	9.19	9.19	3503.46	.	.
1990-06-05							464.610000	18.97	9.18	9.18	3498.43	.	.
1990-06-06							464.960000	17.42	9.15	9.15	3487.89	.	.
1990-06-07							464.090000	16.88	9.11	9.11	3473.65	.	.
1990-06-08							460.870000	17.58	9.01	9.01	3437.34	.	.
1990-06-11							462.790000	16.34	9.08	9.08	3459.48	.	.
1990-06-12							466.560000	16.60	9.18	9.18	3496.55	.	.
1990-06-13							468.860000	17.38	9.16	9.16	3489.21	.	.
1990-06-14							467.100000	17.40	9.11	9.11	3472.55	.	.
1990-06-15							467.550000	15.90	9.11	9.11	3470.34	.	.
1990-06-18							460.790000	17.71	8.97	8.97	3419.02	.	.
1990-06-19							460.530000	15.23	9.00	9.00	3428.96	.	.
1990-06-20							460.800000	15.27	9.01	9.01	3432.78	.	.
1990-06-21							461.270000	14.72	9.03	9.03	3442.19	.	.
1990-06-22							459.330000	19.36	8.94	8.94	3405.39	.	.
1990-06-25							455.640000	17.06	8.87	8.87	3377.88	.	.
1990-06-26							455.380000	16.29	8.86	8.86	3373.68	.	.
1990-06-27							456.890000	16.00	8.92	8.92	3394.64	.	.
1990-06-28							460.380000	16.18	8.98	8.98	3417.43	.	.
1990-06-29							462.290000	15.50	9.00	9.00	3424.37	6056.14	6363.70
1990-07-02							462.040000	16.26	9.03	9.03	3435.59	.	.
1990-07-03							461.760000	16.11	9.04	9.04	3441.27	.	.
1990-07-04							.	.	.	.	.	.	.
1990-07-05							459.190000	17.25	8.95	8.95	3405.04	.	.
1990-07-06							460.530000	16.41	9.01	9.01	3426.50	.	.
1990-07-09							461.680000	16.66	9.03	9.03	3434.51	.	.
1990-07-10							460.970000	16.92	8.98	8.98	3413.55	.	.
1990-07-11							463.900000	16.68	9.07	9.07	3453.32	.	.
1990-07-12							467.170000	17.06	9.17	9.17	3488.21	.	.
1990-07-13							468.440000	17.09	9.21	9.21	3505.65	.	.
1990-07-16							469.600000	16.75	9.25	9.25	3518.32	.	.
1990-07-17							464.480000	16.66	9.21	9.21	3504.63	.	.
1990-07-18							460.820000	18.90	9.13	9.13	3475.69	.	.
1990-07-19							458.170000	18.56	9.15	9.15	3479.33	.	.
1990-07-20							455.270000	15.63	9.07	9.07	3449.80	.	.
1990-07-23							444.640000	23.68	8.91	8.91	3388.43	.	.
1990-07-24							442.560000	21.79	8.91	8.91	3389.24	.	.
1990-07-25							445.450000	20.19	8.94	8.94	3400.62	.	.
1990-07-26							445.430000	20.26	8.93	8.93	3391.85	.	.
1990-07-27							442.590000	21.12	8.87	8.87	3371.91	.	.
1990-07-30							439.380000	21.16	8.89	8.89	3380.21	.	.
1990-07-31							438.240000	21.11	8.91	8.91	3384.37	6018.78	6105.72
1990-08-01							435.910000	21.64	8.89	8.89	3377.80	.	.
1990-08-02							428.890000	20.43	8.79	8.79	3341.27	.	.
1990-08-03							417.460000	28.74	8.63	8.63	3274.73	.	.
1990-08-06							400.040000	35.91	8.35	8.35	3179.26	.	.
1990-08-07							402.080000	32.75	8.37	8.37	3181.86	.	.
1990-08-08							407.730000	28.27	8.46	8.46	3209.54	.	.
1990-08-09							412.980000	24.39	8.52	8.52	3227.97	.	.
1990-08-10							408.030000	25.75	8.42	8.42	3193.75	.	.
1990-08-13							408.300000	25.74	8.48	8.48	3214.63	.	.
1990-08-14							410.330000	24.18	8.50	8.50	3223.69	.	.
1990-08-15							411.450000	23.31	8.52	8.52	3230.34	.	.
1990-08-16							402.270000	27.16	8.35	8.35	3165.32	.	.
1990-08-17							393.490000	27.53	8.22	8.22	3117.09	.	.
1990-08-20							388.590000	26.46	8.22	8.22	3115.14	.	.
1990-08-21							379.680000	28.90	8.06	8.06	3052.54	.	.
1990-08-22							374.840000	30.55	7.94	7.94	3006.80	.	.
1990-08-23							360.220000	36.47	7.68	7.68	2911.71	.	.
1990-08-24							367.330000	33.93	7.79	7.79	2948.27	.	.
1990-08-27							381.270000	29.63	8.03	8.03	3040.73	.	.
1990-08-28							382.860000	29.12	8.04	8.04	3044.54	.	.
1990-08-29							381.780000	27.38	8.10	8.10	3063.80	.	.
1990-08-30							378.680000	29.89	7.99	7.99	3025.37	.	.
1990-08-31							381.210000	29.90	8.07	8.07	3053.60	5482.99	5333.53
1990-09-03							.	.	.	.	.	.	.
1990-09-04							381.670000	29.58	8.08	8.08	3055.66	.	.
1990-09-05							382.440000	28.52	8.11	8.11	3068.87	.	.
1990-09-06							378.780000	30.19	8.03	8.03	3038.04	.	.
1990-09-07							380.380000	28.73	8.09	8.09	3060.42	.	.
1990-09-10							381.730000	29.34	8.07	8.07	3049.87	.	.
1990-09-11							379.490000	28.38	8.05	8.05	3042.88	.	.
1990-09-12							380.320000	28.12	8.08	8.08	3054.86	.	.
1990-09-13							376.180000	29.33	7.99	7.99	3021.65	.	.
1990-09-14							374.420000	30.56	7.95	7.95	3004.60	.	.
1990-09-17							374.110000	29.55	7.97	7.97	3010.86	.	.
1990-09-18							372.210000	28.82	7.98	7.98	3012.29	.	.
1990-09-19							371.680000	27.88	7.93	7.93	2998.32	.	.
1990-09-20							364.430000	28.66	7.81	7.81	2951.37	.	.
1990-09-21							362.250000	30.04	7.80	7.80	2946.52	.	.
1990-09-24							352.160000	30.56	7.63	7.63	2884.17	.	.
1990-09-25							354.780000	28.81	7.71	7.71	2910.38	.	.
1990-09-26							350.030000	28.19	7.63	7.63	2881.42	.	.
1990-09-27							341.190000	28.67	7.52	7.52	2840.36	.	.
1990-09-28							344.510000	29.11	7.63	7.63	2879.34	5214.37	4855.80
1990-10-01							354.650000	28.06	7.83	7.83	2954.75	.	.
1990-10-02							356.390000	27.28	7.86	7.86	2963.70	.	.
1990-10-03							351.450000	27.90	7.77	7.77	2933.40	.	.
1990-10-04							349.890000	27.51	7.78	7.78	2937.16	.	.
1990-10-05							347.360000	27.85	7.75	7.75	2924.15	.	.
1990-10-08							348.140000	28.04	7.79	7.79	2937.72	.	.
1990-10-09							339.110000	30.71	7.60	7.60	2867.04	.	.
1990-10-10							333.250000	31.19	7.48	7.48	2823.72	.	.
1990-10-11							325.610000	33.98	7.35	7.35	2772.31	.	.
1990-10-12							327.550000	31.94	7.44	7.44	2806.72	.	.
1990-10-15							329.540000	31.64	7.51	7.51	2829.07	.	.
1990-10-16							325.440000	31.45	7.40	7.40	2793.13	.	.
1990-10-17							326.780000	31.37	7.40	7.40	2791.37	.	.
1990-10-18							334.030000	29.60	7.57	7.57	2850.75	.	.
1990-10-19							337.360000	27.86	7.70	7.70	2904.90	.	.
1990-10-22							341.120000	27.27	7.77	7.77	2922.72	.	.
1990-10-23							341.090000	27.57	7.73	7.73	2911.73	.	.
1990-10-24							340.980000	28.28	7.73	7.73	2913.43	.	.
1990-10-25							339.740000	29.04	7.68	7.68	2896.07	.	.
1990-10-26							334.360000	30.75	7.56	7.56	2848.91	.	.
1990-10-29							330.800000	31.54	7.49	7.49	2822.07	.	.
1990-10-30							329.830000	30.52	7.52	7.52	2832.46	.	.
1990-10-31							329.840000	30.04	7.53	7.53	2833.99	5175.53	4582.81
1990-11-01							330.600000	30.25	7.59	7.59	2856.92	.	.
1990-11-02							336.450000	30.03	7.71	7.71	2899.35	.	.
1990-11-05							340.760000	29.85	7.78	7.78	2926.07	.	.
1990-11-06							340.530000	29.11	7.73	7.73	2907.21	.	.
1990-11-07							336.800000	30.87	7.61	7.61	2861.66	.	.
1990-11-08							336.370000	30.79	7.64	7.64	2870.49	.	.
1990-11-09							341.950000	26.96	7.78	7.78	2922.18	.	.
1990-11-12							351.460000	25.60	7.93	7.93	2974.81	.	.
1990-11-13							352.870000	24.58	7.91	7.91	2968.18	.	.
1990-11-14							356.870000	22.89	7.97	7.97	2993.78	.	.
1990-11-15							354.460000	22.57	7.90	7.90	2967.78	.	.
1990-11-16							350.850000	21.34	7.90	7.90	2967.82	.	.
1990-11-19							352.730000	20.95	7.94	7.94	2982.34	.	.
1990-11-20							348.290000	20.09	7.86	7.86	2951.20	.	.
1990-11-21							348.770000	21.09	7.87	7.87	2955.15	.	.
1990-11-22							.	.	.	.	.	.	.
1990-11-23							349.040000	20.98	7.85	7.85	2949.96	.	.
1990-11-26							348.860000	22.76	7.88	7.88	2955.89	.	.
1990-11-27							354.050000	22.86	7.93	7.93	2974.46	.	.
1990-11-28							355.060000	22.96	7.94	7.94	2977.60	.	.
1990-11-29							355.750000	23.91	7.91	7.91	2968.36	.	.
1990-11-30							359.060000	22.16	8.04	8.04	3015.02	5526.07	4931.06
1990-12-03							361.320000	22.29	8.10	8.10	3032.85	.	.
1990-12-04							364.110000	22.03	8.16	8.16	3053.56	.	.
1990-12-05							370.870000	20.94	8.25	8.25	3091.21	.	.
1990-12-06							372.290000	22.62	8.24	8.24	3087.83	.	.
1990-12-07							371.540000	22.59	8.21	8.21	3077.44	.	.
1990-12-10							371.470000	23.58	8.23	8.23	3084.71	.	.
1990-12-11							367.990000	23.75	8.19	8.19	3063.74	.	.
1990-12-12							370.420000	21.28	8.26	8.26	3095.09	.	.
1990-12-13							371.500000	23.05	8.26	8.26	3092.10	.	.
1990-12-14							368.830000	23.85	8.19	8.19	3069.25	.	.
1990-12-17							365.720000	24.85	8.16	8.16	3057.88	.	.
1990-12-18							370.170000	23.11	8.26	8.26	3089.85	.	.
1990-12-19							371.220000	23.08	8.27	8.27	3096.20	.	.
1990-12-20							372.300000	23.13	8.28	8.28	3095.44	.	.
1990-12-21							373.600000	22.66	8.30	8.30	3106.32	.	.
1990-12-24							372.410000	24.03	8.27	8.27	3093.11	.	.
1990-12-25							.	.	.	.	.	.	.
1990-12-26							372.400000	24.18	8.29	8.29	3102.42	.	.
1990-12-27							371.050000	24.81	8.24	8.24	3083.60	.	.
1990-12-28							371.200000	25.05	8.25	8.25	3086.67	.	.
1990-12-31							373.840000	26.38	8.29	8.29	3101.36	5692.68	5155.03
1991-01-01							.	.	.	.	.	.	.
1991-01-02							372.190000	26.62	8.21	8.21	3069.58	.	.
1991-01-03							367.510000	27.93	8.11	8.11	3032.73	.	.
1991-01-04							367.240000	27.19	8.09	8.09	3024.82	.	.
1991-01-07							360.240000	28.95	7.96	7.96	2973.98	.	.
1991-01-08							359.000000	30.38	7.93	7.93	2965.10	.	.
1991-01-09							357.450000	33.30	7.86	7.86	2938.58	.	.
1991-01-10							361.920000	31.33	7.94	7.94	2963.69	.	.
1991-01-11							361.800000	32.63	7.94	7.94	2969.54	.	.
1991-01-14							355.750000	36.20	7.87	7.87	2939.11	.	.
1991-01-15							357.300000	36.16	7.89	7.89	2947.86	.	.
1991-01-16							365.200000	33.20	7.97	7.97	2975.00	.	.
1991-01-17							375.810000	27.45	8.24	8.24	3077.08	.	.
1991-01-18							376.990000	25.39	8.32	8.32	3107.56	.	.
1991-01-21							379.700000	24.33	8.31	8.31	3100.50	.	.
1991-01-22							379.030000	24.90	8.26	8.26	3085.42	.	.
1991-01-23							383.910000	23.92	8.31	8.31	3103.30	.	.
1991-01-24							391.330000	22.86	8.43	8.43	3146.95	.	.
1991-01-25							394.280000	22.20	8.47	8.47	3161.93	.	.
1991-01-28							396.800000	23.05	8.48	8.48	3165.10	.	.
1991-01-29							400.610000	23.17	8.49	8.49	3167.31	.	.
1991-01-30							408.530000	21.37	8.62	8.62	3215.50	.	.
1991-01-31							414.200000	20.91	8.70	8.70	3245.35	5955.22	5561.40
1991-02-01							417.690000	21.04	8.70	8.70	3248.26	.	.
1991-02-04							424.800000	21.86	8.84	8.84	3298.44	.	.
1991-02-05							432.200000	21.46	8.94	8.94	3328.99	.	.
1991-02-06							439.240000	22.68	9.10	9.10	3390.97	.	.
1991-02-07							435.010000	23.60	9.07	9.07	3379.50	.	.
1991-02-08							436.800000	23.38	9.13	9.13	3401.44	.	.
1991-02-11							444.100000	22.56	9.34	9.34	3479.39	.	.
1991-02-12							443.980000	22.26	9.29	9.29	3458.28	.	.
1991-02-13							447.970000	20.86	9.37	9.37	3489.34	.	.
1991-02-14							444.310000	21.48	9.27	9.27	3452.87	.	.
1991-02-15							448.710000	19.57	9.38	9.38	3490.23	.	.
1991-02-18							.	.	.	.	.	.	.
1991-02-19							450.320000	19.84	9.39	9.39	3493.93	.	.
1991-02-20							446.020000	22.26	9.29	9.29	3459.80	.	.
1991-02-21							446.380000	20.78	9.29	9.29	3459.97	.	.
1991-02-22							448.950000	21.01	9.31	9.31	3466.32	.	.
1991-02-25							451.090000	22.86	9.36	9.36	3480.52	.	.
1991-02-26							447.710000	20.38	9.26	9.26	3442.67	.	.
1991-02-27							450.820000	21.26	9.37	9.37	3483.72	.	.
1991-02-28							453.050000	21.23	9.37	9.37	3484.85	6385.84	6167.64
1991-03-01							456.730000	.	9.45	9.45	3513.94	.	.
1991-03-04							461.130000	20.86	9.46	9.46	3513.82	.	.
1991-03-05							473.050000	20.45	9.64	9.64	3582.30	.	.
1991-03-06							473.800000	20.55	9.63	9.63	3580.59	.	.
1991-03-07							475.740000	21.05	9.64	9.64	3579.18	.	.
1991-03-08							475.110000	20.81	9.62	9.62	3573.76	.	.
1991-03-11							467.150000	20.88	9.56	9.56	3552.26	.	.
1991-03-12							461.400000	18.82	9.48	9.48	3521.81	.	.
1991-03-13							468.180000	16.09	9.58	9.58	3557.52	.	.
1991-03-14							467.790000	14.94	9.57	9.57	3554.05	.	.
1991-03-15							466.290000	14.90	9.55	9.55	3548.18	.	.
1991-03-18							466.270000	15.79	9.53	9.53	3534.93	.	.
1991-03-19							462.810000	16.11	9.41	9.41	3494.05	.	.
1991-03-20							466.090000	16.04	9.44	9.44	3505.64	.	.
1991-03-21							464.600000	16.86	9.42	9.42	3497.00	.	.
1991-03-22							464.150000	16.49	9.44	9.44	3502.45	.	.
1991-03-25							468.490000	16.76	9.50	9.50	3524.57	.	.
1991-03-26							478.570000	16.31	9.66	9.66	3581.55	.	.
1991-03-27							482.370000	16.55	9.66	9.66	3581.47	.	.
1991-03-28							482.300000	16.88	9.66	9.66	3583.67	6548.17	6516.79
1991-03-29							.	.	.	.	.	.	.
1991-04-01							480.860000	17.42	9.58	9.58	3552.18	.	.
1991-04-02							491.200000	17.40	9.77	9.77	3621.71	.	.
1991-04-03							495.050000	17.61	9.78	9.78	3625.91	.	.
1991-04-04							497.570000	18.01	9.81	9.81	3634.61	.	.
1991-04-05							495.790000	17.63	9.72	9.72	3604.52	.	.
1991-04-08							495.650000	17.41	9.78	9.78	3627.77	.	.
1991-04-09							492.460000	20.12	9.68	9.68	3586.64	.	.
1991-04-10							490.760000	19.73	9.66	9.66	3580.87	.	.
1991-04-11							499.310000	17.24	9.77	9.77	3622.56	.	.
1991-04-12							501.620000	18.45	9.83	9.83	3647.10	.	.
1991-04-15							500.840000	16.50	9.85	9.85	3652.30	.	.
1991-04-16							506.750000	15.82	10.00	10.00	3703.54	.	.
1991-04-17							511.310000	15.47	10.07	10.07	3731.48	.	.
1991-04-18							506.620000	16.26	10.03	10.03	3715.80	.	.
1991-04-19							501.190000	15.68	9.92	9.92	3679.55	.	.
1991-04-22							494.380000	16.78	9.83	9.83	3645.13	.	.
1991-04-23							496.080000	17.02	9.85	9.85	3650.09	.	.
1991-04-24							498.450000	16.72	9.88	9.88	3658.28	.	.
1991-04-25							496.030000	17.15	9.80	9.80	3632.34	.	.
1991-04-26							494.640000	17.27	9.79	9.79	3626.78	.	.
