DATE	BAMLC0A2CAA	BAMLC0A2CAAEY	BAMLC0A4CBBB	BAMLC0A4CBBBEY	BAMLH0A0HYM2	BAMLHE00EHYIOAS	NASDAQCOM	VIXCLS	WILL5000IND	WILL5000INDFC	WILL5000PR	WILLLRGCAP	WILLSMLCAP
1980-07-01							158.170000		2.07	2.07	1172.14	.	.
1980-07-02							159.180000		2.09	2.09	1180.28	.	.
1980-07-03							160.870000		2.11	2.11	1196.34	.	.
1980-07-04							.		.	.	.	.	.
1980-07-07							163.630000		2.13	2.13	1206.15	.	.
1980-07-08							163.580000		2.13	2.13	1203.04	.	.
1980-07-09							164.090000		2.13	2.13	1204.32	.	.
1980-07-10							163.840000		2.11	2.11	1194.64	.	.
1980-07-11							164.820000		2.13	2.13	1203.73	.	.
1980-07-14							166.520000		2.16	2.16	1224.01	.	.
1980-07-15							167.050000		2.15	2.15	1218.07	.	.
1980-07-16							167.100000		2.16	2.16	1221.21	.	.
1980-07-17							168.670000		2.19	2.19	1238.78	.	.
1980-07-18							169.990000		2.20	2.20	1242.89	.	.
1980-07-21							170.480000		2.21	2.21	1247.53	.	.
1980-07-22							169.790000		2.20	2.20	1244.67	.	.
1980-07-23							169.820000		2.20	2.20	1243.40	.	.
1980-07-24							169.920000		2.20	2.20	1242.70	.	.
1980-07-25							169.630000		2.18	2.18	1233.09	.	.
1980-07-28							170.020000		2.19	2.19	1237.99	.	.
1980-07-29							171.060000		2.21	2.21	1247.65	.	.
1980-07-30							172.330000		2.21	2.21	1247.91	.	.
1980-07-31							171.810000		2.20	2.20	1242.57	1473.82	1611.80
1980-08-01							172.490000		2.20	2.20	1240.32	.	.
1980-08-04							171.890000		2.19	2.19	1235.54	.	.
1980-08-05							172.520000		2.20	2.20	1240.18	.	.
1980-08-06							173.450000		2.21	2.21	1248.37	.	.
1980-08-07							175.240000		2.25	2.25	1265.71	.	.
1980-08-08							175.880000		2.25	2.25	1269.60	.	.
1980-08-11							177.110000		2.27	2.27	1281.35	.	.
1980-08-12							176.620000		2.26	2.26	1271.45	.	.
1980-08-13							177.020000		2.25	2.25	1268.13	.	.
1980-08-14							178.760000		2.29	2.29	1287.56	.	.
1980-08-15							179.890000		2.29	2.29	1292.22	.	.
1980-08-18							177.240000		2.25	2.25	1268.63	.	.
1980-08-19							176.280000		2.24	2.24	1261.11	.	.
1980-08-20							177.680000		2.26	2.26	1274.35	.	.
1980-08-21							179.910000		2.30	2.30	1293.37	.	.
1980-08-22							181.700000		2.31	2.31	1300.65	.	.
1980-08-25							181.580000		2.30	2.30	1293.03	.	.
1980-08-26							182.390000		2.30	2.30	1291.26	.	.
1980-08-27							182.150000		2.28	2.28	1279.18	.	.
1980-08-28							180.990000		2.25	2.25	1264.38	.	.
1980-08-29							181.520000		2.26	2.26	1267.49	1499.92	1694.08
1980-09-01							.		.	.	.	.	.
1980-09-02							182.340000		2.28	2.28	1280.50	.	.
1980-09-03							184.530000		2.33	2.33	1305.01	.	.
1980-09-04							185.050000		2.32	2.32	1300.11	.	.
1980-09-05							185.610000		2.31	2.31	1296.35	.	.
1980-09-08							184.450000		2.28	2.28	1281.46	.	.
1980-09-09							184.840000		2.30	2.30	1288.49	.	.
1980-09-10							186.310000		2.31	2.31	1297.77	.	.
1980-09-11							188.160000		2.33	2.33	1307.61	.	.
1980-09-12							189.580000		2.34	2.34	1308.86	.	.
1980-09-15							189.590000		2.34	2.34	1309.52	.	.
1980-09-16							191.310000		2.36	2.36	1321.13	.	.
1980-09-17							193.950000		2.39	2.39	1340.33	.	.
1980-09-18							193.610000		2.38	2.38	1335.79	.	.
1980-09-19							195.330000		2.40	2.40	1343.02	.	.
1980-09-22							195.940000		2.42	2.42	1354.23	.	.
1980-09-23							195.050000		2.40	2.40	1346.34	.	.
1980-09-24							195.180000		2.42	2.42	1354.95	.	.
1980-09-25							194.050000		2.39	2.39	1339.15	.	.
1980-09-26							190.770000		2.34	2.34	1312.35	.	.
1980-09-29							185.790000		2.29	2.29	1280.93	.	.
1980-09-30							187.760000		2.32	2.32	1300.90	1543.55	1747.19
1980-10-01							189.620000		2.36	2.36	1319.49	.	.
1980-10-02							190.810000		2.37	2.37	1338.44	.	.
1980-10-03							193.430000		2.42	2.42	1352.56	.	.
1980-10-06							196.010000		2.46	2.46	1375.25	.	.
1980-10-07							196.170000		2.45	2.45	1368.91	.	.
1980-10-08							197.180000		2.46	2.46	1375.56	.	.
1980-10-09							197.530000		2.45	2.45	1370.76	.	.
1980-10-10							197.790000		2.44	2.44	1364.99	.	.
1980-10-13							198.870000		2.47	2.47	1381.62	.	.
1980-10-14							199.020000		2.47	2.47	1381.94	.	.
1980-10-15							199.430000		2.50	2.50	1400.07	.	.
1980-10-16							197.950000		2.47	2.47	1384.22	.	.
1980-10-17							197.240000		2.46	2.46	1378.06	.	.
1980-10-20							197.150000		2.48	2.48	1388.24	.	.
1980-10-21							196.460000		2.47	2.47	1380.21	.	.
1980-10-22							197.900000		2.47	2.47	1382.23	.	.
1980-10-23							195.810000		2.43	2.43	1357.23	.	.
1980-10-24							196.170000		2.43	2.43	1360.44	.	.
1980-10-27							194.350000		2.40	2.40	1340.96	.	.
1980-10-28							193.760000		2.40	2.40	1342.10	.	.
1980-10-29							194.490000		2.40	2.40	1338.95	.	.
1980-10-30							192.510000		2.36	2.36	1318.26	.	.
1980-10-31							192.780000		2.38	2.38	1330.26	1571.50	1797.30
1980-11-03							193.150000		2.41	2.41	1344.89	.	.
1980-11-04							.		.	.	.	.	.
1980-11-05							196.030000		2.45	2.45	1366.84	.	.
1980-11-06							193.960000		2.41	2.41	1342.44	.	.
1980-11-07							193.510000		2.41	2.41	1343.70	.	.
1980-11-10							193.100000		2.42	2.42	1347.49	.	.
1980-11-11							195.020000		2.45	2.45	1364.32	.	.
1980-11-12							197.780000		2.51	2.51	1396.76	.	.
1980-11-13							200.250000		2.54	2.54	1417.35	.	.
1980-11-14							201.760000		2.56	2.56	1424.75	.	.
1980-11-17							201.590000		2.57	2.57	1430.25	.	.
1980-11-18							203.760000		2.60	2.60	1449.84	.	.
1980-11-19							205.020000		2.60	2.60	1445.11	.	.
1980-11-20							206.500000		2.62	2.62	1458.36	.	.
1980-11-21							206.070000		2.60	2.60	1444.88	.	.
1980-11-24							204.220000		2.59	2.59	1436.55	.	.
1980-11-25							205.410000		2.61	2.61	1450.40	.	.
1980-11-26							207.060000		2.63	2.63	1460.92	.	.
1980-11-27							.		.	.	.	.	.
1980-11-28							208.150000		2.64	2.64	1466.64	1747.61	1920.81
1980-12-01							204.910000		2.59	2.59	1436.01	.	.
1980-12-02							203.710000		2.58	2.58	1430.44	.	.
1980-12-03							204.900000		2.58	2.58	1429.97	.	.
1980-12-04							206.190000		2.57	2.57	1428.18	.	.
1980-12-05							203.020000		2.52	2.52	1400.49	.	.
1980-12-08							195.870000		2.45	2.45	1361.55	.	.
1980-12-09							195.070000		2.45	2.45	1358.23	.	.
1980-12-10							193.580000		2.41	2.41	1337.45	.	.
1980-12-11							188.750000		2.38	2.38	1321.19	.	.
1980-12-12							191.220000		2.42	2.42	1340.70	.	.
1980-12-15							194.020000		2.42	2.42	1339.12	.	.
1980-12-16							191.880000		2.43	2.43	1348.06	.	.
1980-12-17							194.020000		2.47	2.47	1371.06	.	.
1980-12-18							196.010000		2.48	2.48	1375.79	.	.
1980-12-19							197.910000		2.50	2.50	1385.36	.	.
1980-12-22							199.790000		2.53	2.53	1404.39	.	.
1980-12-23							199.860000		2.53	2.53	1400.11	.	.
1980-12-24							200.140000		2.54	2.54	1405.20	.	.
1980-12-25							.		.	.	.	.	.
1980-12-26							201.280000		2.55	2.55	1411.71	.	.
1980-12-29							199.840000		2.52	2.52	1397.44	.	.
1980-12-30							200.460000		2.53	2.53	1400.64	.	.
1980-12-31							202.340000		2.54	2.54	1404.60	1684.92	1867.26
1981-01-01							.		.	.	.	.	.
1981-01-02							203.550000		2.55	2.55	1411.99	.	.
1981-01-05							204.170000		2.58	2.58	1427.01	.	.
1981-01-06							204.070000		2.58	2.58	1425.88	.	.
1981-01-07							197.350000		2.51	2.51	1389.43	.	.
1981-01-08							195.890000		2.47	2.47	1371.46	.	.
1981-01-09							197.660000		2.48	2.48	1376.57	.	.
1981-01-12							198.440000		2.49	2.49	1378.48	.	.
1981-01-13							198.050000		2.48	2.48	1373.78	.	.
1981-01-14							199.080000		2.49	2.49	1377.73	.	.
1981-01-15							199.850000		2.50	2.50	1386.00	.	.
1981-01-16							197.660000		2.52	2.52	1394.55	.	.
1981-01-19							201.580000		2.51	2.51	1391.55	.	.
1981-01-20							198.720000		2.47	2.47	1363.91	.	.
1981-01-21							198.090000		2.46	2.46	1359.73	.	.
1981-01-22							197.120000		2.44	2.44	1348.99	.	.
1981-01-23							197.520000		2.44	2.44	1351.34	.	.
1981-01-26							196.130000		2.43	2.43	1345.54	.	.
1981-01-27							197.180000		2.45	2.45	1356.14	.	.
1981-01-28							197.370000		2.44	2.44	1350.25	.	.
1981-01-29							197.880000		2.44	2.44	1350.03	.	.
1981-01-30							197.810000		2.43	2.43	1342.17	1606.49	1844.01
1981-02-02							193.090000		2.37	2.37	1312.25	.	.
1981-02-03							193.560000		2.40	2.40	1325.51	.	.
1981-02-04							194.570000		2.41	2.41	1329.07	.	.
1981-02-05							196.290000		2.43	2.43	1341.31	.	.
1981-02-06							197.870000		2.45	2.45	1354.57	.	.
1981-02-09							196.930000		2.43	2.43	1341.69	.	.
1981-02-10							196.700000		2.43	2.43	1340.63	.	.
1981-02-11							195.810000		2.41	2.41	1331.47	.	.
1981-02-12							194.610000		2.39	2.39	1323.85	.	.
1981-02-13							193.890000		2.39	2.39	1319.27	.	.
1981-02-16							.		.	.	.	.	.
1981-02-17							193.980000		2.40	2.40	1324.99	.	.
1981-02-18							194.730000		2.41	2.41	1330.99	.	.
1981-02-19							192.740000		2.38	2.38	1312.58	.	.
1981-02-20							192.290000		2.37	2.37	1310.82	.	.
1981-02-23							193.060000		2.39	2.39	1317.62	.	.
1981-02-24							193.940000		2.39	2.39	1319.71	.	.
1981-02-25							193.990000		2.41	2.41	1328.01	.	.
1981-02-26							196.130000		2.44	2.44	1344.13	.	.
1981-02-27							198.010000		2.46	2.46	1351.44	1634.44	1870.95
1981-03-02							199.060000		2.48	2.48	1359.10	.	.
1981-03-03							198.350000		2.45	2.45	1346.84	.	.
1981-03-04							198.750000		2.46	2.46	1349.45	.	.
1981-03-05							199.050000		2.45	2.45	1342.19	.	.
1981-03-06							199.890000		2.45	2.45	1348.54	.	.
1981-03-09							200.140000		2.46	2.46	1359.18	.	.
1981-03-10							199.030000		2.45	2.45	1351.89	.	.
1981-03-11							198.160000		2.45	2.45	1348.00	.	.
1981-03-12							200.670000		2.50	2.50	1377.88	.	.
1981-03-13							202.170000		2.51	2.51	1379.84	.	.
1981-03-16							203.440000		2.53	2.53	1394.78	.	.
1981-03-17							203.190000		2.52	2.52	1388.33	.	.
1981-03-18							204.000000		2.53	2.53	1391.77	.	.
1981-03-19							204.450000		2.52	2.52	1386.64	.	.
1981-03-20							206.290000		2.54	2.54	1397.05	.	.
1981-03-23							207.620000		2.56	2.56	1412.62	.	.
1981-03-24							207.700000		2.55	2.55	1405.35	.	.
1981-03-25							209.310000		2.59	2.59	1437.62	.	.
1981-03-26							209.530000		2.58	2.58	1431.49	.	.
1981-03-27							208.820000		2.56	2.56	1407.19	.	.
1981-03-30							209.250000		2.55	2.55	1403.44	.	.
1981-03-31							210.180000		2.58	2.58	1415.04	1698.22	2013.56
1981-04-01							211.340000		2.59	2.59	1426.99	.	.
1981-04-02							211.960000		2.59	2.59	1426.87	.	.
1981-04-03							212.650000		2.58	2.58	1421.00	.	.
1981-04-06							211.270000		2.55	2.55	1405.93	.	.
1981-04-07							211.760000		2.55	2.55	1406.25	.	.
1981-04-08							212.800000		2.56	2.56	1411.08	.	.
1981-04-09							213.910000		2.57	2.57	1416.17	.	.
1981-04-10							215.150000		2.58	2.58	1417.56	.	.
1981-04-13							214.330000		2.55	2.55	1402.85	.	.
1981-04-14							213.390000		2.54	2.54	1395.76	.	.
1981-04-15							212.800000		2.56	2.56	1410.93	.	.
1981-04-16							216.640000		2.57	2.57	1418.00	.	.
1981-04-17							.		.	.	.	.	.
1981-04-20							217.550000		2.59	2.59	1425.02	.	.
1981-04-21							216.730000		2.57	2.57	1412.54	.	.
1981-04-22							217.190000		2.57	2.57	1412.04	.	.
1981-04-23							218.020000		2.57	2.57	1411.88	.	.
1981-04-24							219.560000		2.59	2.59	1423.08	.	.
1981-04-27							219.880000		2.59	2.59	1426.12	.	.
1981-04-28							217.630000		2.57	2.57	1413.32	.	.
1981-04-29							216.220000		2.55	2.55	1400.85	.	.
1981-04-30							216.740000		2.56	2.56	1401.08	1665.02	2067.94
1981-05-01							216.680000		2.55	2.55	1401.05	.	.
1981-05-04							213.320000		2.51	2.51	1378.49	.	.
1981-05-05							211.550000		2.50	2.50	1374.04	.	.
1981-05-06							211.980000		2.52	2.52	1379.64	.	.
1981-05-07							213.660000		2.54	2.54	1389.52	.	.
1981-05-08							214.840000		2.54	2.54	1391.50	.	.
1981-05-11							212.790000		2.51	2.51	1372.48	.	.
1981-05-12							213.120000		2.53	2.53	1381.38	.	.
1981-05-13							213.780000		2.53	2.53	1382.19	.	.
1981-05-14							215.180000		2.55	2.55	1391.46	.	.
1981-05-15							216.510000		2.57	2.57	1400.71	.	.
1981-05-18							216.940000		2.57	2.57	1403.52	.	.
1981-05-19							216.120000		2.57	2.57	1398.52	.	.
1981-05-20							217.630000		2.57	2.57	1400.87	.	.
1981-05-21							218.350000		2.57	2.57	1400.26	.	.
1981-05-22							219.230000		2.57	2.57	1398.59	.	.
1981-05-25							.		.	.	.	.	.
1981-05-26							220.240000		2.60	2.60	1411.91	.	.
1981-05-27							222.170000		2.62	2.62	1422.24	.	.
1981-05-28							223.310000		2.61	2.61	1420.39	.	.
1981-05-29							223.470000		2.60	2.60	1410.97	1678.02	2128.60
1981-06-01							223.020000		2.60	2.60	1408.29	.	.
1981-06-02							219.590000		2.56	2.56	1388.87	.	.
1981-06-03							218.890000		2.56	2.56	1389.22	.	.
1981-06-04							219.680000		2.57	2.57	1392.14	.	.
1981-06-05							221.300000		2.59	2.59	1403.52	.	.
1981-06-08							220.840000		2.59	2.59	1403.28	.	.
1981-06-09							220.010000		2.58	2.58	1398.85	.	.
1981-06-10							220.400000		2.59	2.59	1402.83	.	.
1981-06-11							222.340000		2.61	2.61	1417.83	.	.
1981-06-12							222.760000		2.62	2.62	1416.11	.	.
1981-06-15							222.960000		2.62	2.62	1417.01	.	.
1981-06-16							220.580000		2.59	2.59	1401.48	.	.
1981-06-17							220.610000		2.61	2.61	1410.70	.	.
1981-06-18							218.710000		2.58	2.58	1394.98	.	.
1981-06-19							219.560000		2.59	2.59	1404.10	.	.
1981-06-22							218.600000		2.59	2.59	1401.25	.	.
1981-06-23							219.230000		2.61	2.61	1414.91	.	.
1981-06-24							218.770000		2.60	2.60	1407.92	.	.
1981-06-25							219.310000		2.61	2.61	1410.33	.	.
1981-06-26							219.760000		2.61	2.61	1406.45	.	.
1981-06-29							218.220000		2.59	2.59	1398.43	.	.
1981-06-30							215.750000		2.58	2.58	1391.40	1666.96	2091.09
1981-07-01							214.630000		2.55	2.55	1378.08	.	.
1981-07-02							212.800000		2.53	2.53	1366.40	.	.
1981-07-03							.		.	.	.	.	.
1981-07-06							209.100000		2.50	2.50	1351.44	.	.
1981-07-07							208.010000		2.51	2.51	1357.34	.	.
1981-07-08							208.440000		2.52	2.52	1359.29	.	.
1981-07-09							210.030000		2.53	2.53	1367.44	.	.
1981-07-10							210.540000		2.54	2.54	1369.17	.	.
1981-07-13							210.860000		2.54	2.54	1371.42	.	.
1981-07-14							209.880000		2.54	2.54	1367.18	.	.
1981-07-15							210.840000		2.55	2.55	1377.22	.	.
1981-07-16							212.020000		2.56	2.56	1379.86	.	.
1981-07-17							212.760000		2.57	2.57	1385.26	.	.
1981-07-20							207.270000		2.53	2.53	1364.98	.	.
1981-07-21							207.170000		2.52	2.52	1359.79	.	.
1981-07-22							206.160000		2.50	2.50	1346.82	.	.
1981-07-23							206.410000		2.50	2.50	1350.97	.	.
1981-07-24							208.000000		2.53	2.53	1361.33	.	.
1981-07-27							209.420000		2.55	2.55	1374.32	.	.
1981-07-28							208.910000		2.53	2.53	1365.92	.	.
1981-07-29							208.950000		2.53	2.53	1365.33	.	.
1981-07-30							210.030000		2.55	2.55	1373.23	.	.
1981-07-31							211.630000		2.56	2.56	1382.29	1666.73	2043.58
1981-08-03							210.400000		2.56	2.56	1377.08	.	.
1981-08-04							210.090000		2.57	2.57	1382.89	.	.
1981-08-05							211.030000		2.60	2.60	1398.92	.	.
1981-08-06							211.670000		2.61	2.61	1401.31	.	.
1981-08-07							211.940000		2.59	2.59	1394.30	.	.
1981-08-10							210.840000		2.61	2.61	1399.28	.	.
1981-08-11							211.670000		2.63	2.63	1412.71	.	.
1981-08-12							211.950000		2.63	2.63	1409.72	.	.
1981-08-13							212.360000		2.63	2.63	1412.60	.	.
1981-08-14							212.120000		2.61	2.61	1403.55	.	.
1981-08-17							209.650000		2.59	2.59	1390.09	.	.
1981-08-18							207.010000		2.56	2.56	1373.00	.	.
1981-08-19							207.220000		2.57	2.57	1376.59	.	.
1981-08-20							207.970000		2.57	2.57	1379.39	.	.
1981-08-21							206.760000		2.55	2.55	1367.47	.	.
1981-08-24							200.760000		2.47	2.47	1327.46	.	.
1981-08-25							197.780000		2.46	2.46	1320.32	.	.
1981-08-26							197.810000		2.46	2.46	1318.52	.	.
1981-08-27							196.820000		2.44	2.44	1304.92	.	.
1981-08-28							197.550000		2.45	2.45	1311.27	.	.
1981-08-31							195.750000		2.42	2.42	1297.20	1577.29	1902.57
1981-09-01							195.170000		2.43	2.43	1297.86	.	.
1981-09-02							195.390000		2.43	2.43	1302.75	.	.
1981-09-03							191.990000		2.39	2.39	1276.54	.	.
1981-09-04							189.630000		2.36	2.36	1264.44	.	.
1981-09-07							.		.	.	.	.	.
1981-09-08							184.790000		2.32	2.32	1238.47	.	.
1981-09-09							184.770000		2.32	2.32	1242.08	.	.
1981-09-10							187.550000		2.36	2.36	1259.28	.	.
1981-09-11							189.810000		2.39	2.39	1275.70	.	.
1981-09-14							189.620000		2.37	2.37	1266.38	.	.
1981-09-15							189.560000		2.35	2.35	1257.29	.	.
1981-09-16							187.820000		2.33	2.33	1246.86	.	.
1981-09-17							185.710000		2.30	2.30	1228.60	.	.
1981-09-18							184.270000		2.28	2.28	1217.59	.	.
1981-09-21							184.410000		2.29	2.29	1224.78	.	.
1981-09-22							183.260000		2.28	2.28	1219.46	.	.
1981-09-23							179.990000		2.26	2.26	1205.42	.	.
1981-09-24							180.390000		2.25	2.25	1199.49	.	.
1981-09-25							175.120000		2.19	2.19	1171.09	.	.
1981-09-28							175.030000		2.24	2.24	1195.62	.	.
1981-09-29							178.510000		2.26	2.26	1204.67	.	.
1981-09-30							180.030000		2.26	2.26	1208.44	1480.92	1761.27
1981-10-01							181.090000		2.28	2.28	1218.32	.	.
1981-10-02							184.370000		2.33	2.33	1243.01	.	.
1981-10-05							185.910000		2.34	2.34	1246.22	.	.
1981-10-06							185.870000		2.34	2.34	1246.84	.	.
1981-10-07							188.780000		2.38	2.38	1266.50	.	.
1981-10-08							191.010000		2.40	2.40	1278.66	.	.
1981-10-09							191.270000		2.39	2.39	1271.84	.	.
1981-10-12							191.280000		2.38	2.38	1269.96	.	.
1981-10-13							191.920000		2.38	2.38	1267.77	.	.
1981-10-14							189.430000		2.34	2.34	1247.73	.	.
1981-10-15							189.850000		2.35	2.35	1255.10	.	.
1981-10-16							190.240000		2.35	2.35	1251.09	.	.
1981-10-19							189.770000		2.34	2.34	1249.37	.	.
1981-10-20							191.230000		2.37	2.37	1261.99	.	.
1981-10-21							192.380000		2.36	2.36	1260.00	.	.
1981-10-22							192.430000		2.36	2.36	1256.72	.	.
1981-10-23							191.910000		2.34	2.34	1246.81	.	.
1981-10-26							191.010000		2.33	2.33	1242.12	.	.
1981-10-27							192.610000		2.35	2.35	1253.40	.	.
1981-10-28							193.750000		2.36	2.36	1255.93	.	.
1981-10-29							193.080000		2.35	2.35	1250.96	.	.
1981-10-30							195.240000		2.40	2.40	1277.45	1564.49	1894.33
1981-11-02							197.250000		2.45	2.45	1301.98	.	.
1981-11-03							198.780000		2.46	2.46	1309.03	.	.
1981-11-04							199.730000		2.47	2.47	1309.59	.	.
1981-11-05							200.020000		2.45	2.45	1300.93	.	.
1981-11-06							199.970000		2.44	2.44	1293.24	.	.
1981-11-09							199.920000		2.45	2.45	1299.31	.	.
1981-11-10							199.900000		2.44	2.44	1293.88	.	.
1981-11-11							200.050000		2.44	2.44	1296.30	.	.
1981-11-12							200.990000		2.45	2.45	1300.28	.	.
1981-11-13							200.160000		2.42	2.42	1284.73	.	.
1981-11-16							197.160000		2.39	2.39	1267.71	.	.
1981-11-17							197.680000		2.40	2.40	1273.88	.	.
1981-11-18							197.600000		2.39	2.39	1268.69	.	.
1981-11-19							197.320000		2.41	2.41	1273.53	.	.
1981-11-20							198.600000		2.43	2.43	1285.57	.	.
1981-11-23							198.010000		2.43	2.43	1284.21	.	.
1981-11-24							199.040000		2.46	2.46	1299.87	.	.
1981-11-25							200.010000		2.47	2.47	1305.66	.	.
1981-11-26							.		.	.	.	.	.
1981-11-27							201.020000		2.49	2.49	1314.21	.	.
1981-11-30							201.370000		2.51	2.51	1326.22	1638.58	1957.38
1981-12-01							201.130000		2.51	2.51	1324.17	.	.
1981-12-02							200.350000		2.48	2.48	1310.81	.	.
1981-12-03							199.900000		2.49	2.49	1314.75	.	.
1981-12-04							200.880000		2.51	2.51	1325.85	.	.
1981-12-07							199.710000		2.49	2.49	1314.19	.	.
1981-12-08							198.130000		2.48	2.48	1308.37	.	.
1981-12-09							198.290000		2.49	2.49	1313.87	.	.
1981-12-10							198.920000		2.50	2.50	1316.93	.	.
1981-12-11							198.640000		2.48	2.48	1309.60	.	.
1981-12-14							195.670000		2.44	2.44	1287.98	.	.
1981-12-15							195.160000		2.44	2.44	1289.80	.	.
1981-12-16							195.090000		2.44	2.44	1284.52	.	.
1981-12-17							195.700000		2.45	2.45	1290.24	.	.
1981-12-18							197.010000		2.46	2.46	1299.48	.	.
1981-12-21							196.370000		2.45	2.45	1293.01	.	.
1981-12-22							195.640000		2.44	2.44	1288.57	.	.
1981-12-23							195.450000		2.44	2.44	1283.74	.	.
1981-12-24							195.700000		2.44	2.44	1286.71	.	.
1981-12-25							.		.	.	.	.	.
1981-12-28							195.140000		2.43	2.43	1283.25	.	.
1981-12-29							193.910000		2.42	2.42	1276.36	.	.
1981-12-30							194.660000		2.43	2.43	1282.06	.	.
1981-12-31							195.840000		2.44	2.44	1286.24	1590.57	1921.09
1982-01-01							.		.	.	.	.	.
1982-01-04							195.530000		2.44	2.44	1287.58	.	.
1982-01-05							192.330000		2.39	2.39	1261.27	.	.
1982-01-06							191.150000		2.38	2.38	1251.46	.	.
1982-01-07							191.020000		2.37	2.37	1248.48	.	.
1982-01-08							192.050000		2.38	2.38	1254.07	.	.
1982-01-11							188.800000		2.33	2.33	1225.22	.	.
1982-01-12							187.320000		2.32	2.32	1220.75	.	.
1982-01-13							185.730000		2.29	2.29	1204.67	.	.
1982-01-14							185.890000		2.30	2.30	1209.67	.	.
1982-01-15							187.320000		2.31	2.31	1218.40	.	.
1982-01-18							187.210000		2.33	2.33	1224.39	.	.
1982-01-19							186.160000		2.30	2.30	1213.79	.	.
1982-01-20							185.720000		2.29	2.29	1205.40	.	.
1982-01-21							186.400000		2.30	2.30	1208.76	.	.
1982-01-22							185.830000		2.29	2.29	1204.94	.	.
1982-01-25							183.520000		2.28	2.28	1200.39	.	.
1982-01-26							183.410000		2.27	2.27	1196.95	.	.
1982-01-27							183.570000		2.28	2.28	1201.91	.	.
1982-01-28							186.220000		2.34	2.34	1234.19	.	.
1982-01-29							188.390000		2.37	2.37	1247.35	1549.23	1851.62
1982-02-01							186.820000		2.32	2.32	1219.27	.	.
1982-02-02							187.460000		2.33	2.33	1221.91	.	.
1982-02-03							187.430000		2.30	2.30	1210.29	.	.
1982-02-04							187.140000		2.30	2.30	1208.29	.	.
1982-02-05							188.210000		2.32	2.32	1216.69	.	.
1982-02-08							184.630000		2.27	2.27	1190.32	.	.
1982-02-09							182.510000		2.25	2.25	1178.96	.	.
1982-02-10							182.970000		2.26	2.26	1187.01	.	.
1982-02-11							182.250000		2.26	2.26	1185.12	.	.
1982-02-12							182.520000		2.26	2.26	1184.76	.	.
1982-02-15							.		.	.	.	.	.
1982-02-16							180.710000		2.25	2.25	1179.74	.	.
1982-02-17							181.250000		2.25	2.25	1177.44	.	.
1982-02-18							181.380000		2.25	2.25	1178.59	.	.
1982-02-19							180.650000		2.24	2.24	1172.55	.	.
1982-02-22							179.070000		2.21	2.21	1158.30	.	.
1982-02-23							177.490000		2.21	2.21	1154.93	.	.
1982-02-24							178.580000		2.24	2.24	1171.71	.	.
1982-02-25							179.440000		2.24	2.24	1171.91	.	.
1982-02-26							179.430000		2.24	2.24	1170.37	1467.48	1770.43
1982-03-01							180.130000		2.25	2.25	1172.60	.	.
1982-03-02							180.140000		2.24	2.24	1167.60	.	.
1982-03-03							178.010000		2.20	2.20	1149.06	.	.
1982-03-04							176.290000		2.18	2.18	1137.79	.	.
1982-03-05							173.970000		2.17	2.17	1129.60	.	.
1982-03-08							171.030000		2.13	2.13	1109.79	.	.
1982-03-09							169.710000		2.15	2.15	1120.94	.	.
1982-03-10							170.420000		2.16	2.16	1125.99	.	.
1982-03-11							170.090000		2.16	2.16	1124.37	.	.
1982-03-12							168.230000		2.14	2.14	1115.53	.	.
1982-03-15							167.920000		2.15	2.15	1120.69	.	.
1982-03-16							168.280000		2.15	2.15	1120.47	.	.
1982-03-17							168.200000		2.15	2.15	1118.90	.	.
1982-03-18							170.130000		2.17	2.17	1132.15	.	.
1982-03-19							171.760000		2.18	2.18	1136.09	.	.
1982-03-22							173.830000		2.22	2.22	1157.91	.	.
1982-03-23							174.950000		2.24	2.24	1165.72	.	.
1982-03-24							174.840000		2.23	2.23	1160.55	.	.
1982-03-25							175.830000		2.24	2.24	1163.89	.	.
1982-03-26							175.200000		2.22	2.22	1153.76	.	.
1982-03-29							175.500000		2.22	2.22	1155.89	.	.
1982-03-30							175.420000		2.22	2.22	1155.67	.	.
1982-03-31							175.650000		2.22	2.22	1153.70	1452.35	1754.49
1982-04-01							177.310000		2.25	2.25	1170.43	.	.
1982-04-02							178.560000		2.27	2.27	1182.81	.	.
1982-04-05							178.210000		2.27	2.27	1179.81	.	.
1982-04-06							178.680000		2.28	2.28	1185.95	.	.
1982-04-07							179.910000		2.28	2.28	1188.23	.	.
1982-04-08							181.150000		2.30	2.30	1196.00	.	.
1982-04-09							.		.	.	.	.	.
1982-04-12							180.890000		2.30	2.30	1194.37	.	.
1982-04-13							180.760000		2.30	2.30	1194.68	.	.
1982-04-14							180.410000		2.29	2.29	1193.04	.	.
1982-04-15							181.120000		2.30	2.30	1197.90	.	.
1982-04-16							182.250000		2.31	2.31	1203.10	.	.
1982-04-19							182.370000		2.31	2.31	1202.79	.	.
1982-04-20							181.940000		2.29	2.29	1191.15	.	.
1982-04-21							182.320000		2.30	2.30	1194.00	.	.
1982-04-22							183.660000		2.32	2.32	1207.68	.	.
1982-04-23							184.930000		2.35	2.35	1220.69	.	.
1982-04-26							185.800000		2.36	2.36	1226.68	.	.
1982-04-27							184.720000		2.34	2.34	1216.25	.	.
1982-04-28							184.890000		2.33	2.33	1209.61	.	.
1982-04-29							184.150000		2.31	2.31	1199.34	.	.
