DATE	NFCI
2019-09-27	-0.49944
2019-10-04	-0.49864
2019-10-11	-0.50335
2019-10-18	-0.51363
2019-10-25	-0.52784
2019-11-01	-0.54241
2019-11-08	-0.55592
2019-11-15	-0.56470
2019-11-22	-0.56686
2019-11-29	-0.56195
2019-12-06	-0.55123
2019-12-13	-0.54111
2019-12-20	-0.53383
2019-12-27	-0.53579
2020-01-03	-0.54724
2020-01-10	-0.56764
2020-01-17	-0.59282
2020-01-24	-0.61448
2020-01-31	-0.62454
2020-02-07	-0.61183
2020-02-14	-0.56095
2020-02-21	-0.46045
2020-02-28	-0.30923
2020-03-06	-0.12471
2020-03-13	0.07059
2020-03-20	0.24529
2020-03-27	0.35922
2020-04-03	0.40752
2020-04-10	0.39192
2020-04-17	0.32598
2020-04-24	0.23309
2020-05-01	0.12113
2020-05-08	0.00927
2020-05-15	-0.09082
2020-05-22	-0.17799
2020-05-29	-0.24705
2020-06-05	-0.29669
2020-06-12	-0.32754
2020-06-19	-0.35025
2020-06-26	-0.36963
2020-07-03	-0.38941
2020-07-10	-0.41216
2020-07-17	-0.43611
2020-07-24	-0.46021
2020-07-31	-0.48158
2020-08-07	-0.49719
2020-08-14	-0.50774
2020-08-21	-0.51313
2020-08-28	-0.51309
2020-09-04	-0.50838
2020-09-11	-0.50167
2020-09-18	-0.49606
2020-09-25	-0.48914
2020-10-02	-0.48443
2020-10-09	-0.48294
2020-10-16	-0.48364
2020-10-23	-0.48807
2020-10-30	-0.49589
2020-11-06	-0.50984
2020-11-13	-0.52813
2020-11-20	-0.54615
2020-11-27	-0.56195
2020-12-04	-0.57538
2020-12-11	-0.58567
2020-12-18	-0.59307
2020-12-25	-0.59993
2021-01-01	-0.60675
2021-01-08	-0.61335
2021-01-15	-0.61784
2021-01-22	-0.62082
2021-01-29	-0.62132
2021-02-05	-0.62330
2021-02-12	-0.62489
2021-02-19	-0.62648
2021-02-26	-0.62873
2021-03-05	-0.63282
2021-03-12	-0.63760
2021-03-19	-0.64274
2021-03-26	-0.64949
2021-04-02	-0.65687
2021-04-09	-0.66588
2021-04-16	-0.67350
2021-04-23	-0.68047
2021-04-30	-0.68663
2021-05-07	-0.69238
2021-05-14	-0.69559
2021-05-21	-0.69886
2021-05-28	-0.70224
2021-06-04	-0.70425
2021-06-11	-0.70350
2021-06-18	-0.70016
2021-06-25	-0.69500
2021-07-02	-0.68734
2021-07-09	-0.67842
2021-07-16	-0.66936
2021-07-23	-0.66089
2021-07-30	-0.65432
2021-08-06	-0.64869
2021-08-13	-0.64526
2021-08-20	-0.64298
2021-08-27	-0.64334
2021-09-03	-0.64391
2021-09-10	-0.64549
2021-09-17	-0.64773
2021-09-24	-0.64958
2021-10-01	-0.65102
2021-10-08	-0.65101
2021-10-15	-0.64788
2021-10-22	-0.64053
2021-10-29	-0.62738
2021-11-05	-0.60941
2021-11-12	-0.58801
2021-11-19	-0.56673
2021-11-26	-0.54756
2021-12-03	-0.53391
2021-12-10	-0.53091
2021-12-17	-0.53385
2021-12-24	-0.54160
2021-12-31	-0.55036
2022-01-07	-0.55577
2022-01-14	-0.55472
2022-01-21	-0.54713
2022-01-28	-0.53189
2022-02-04	-0.51141
2022-02-11	-0.48381
2022-02-18	-0.45125
2022-02-25	-0.41855
2022-03-04	-0.38856
2022-03-11	-0.36874
2022-03-18	-0.35964
2022-03-25	-0.35814
2022-04-01	-0.35913
2022-04-08	-0.35733
2022-04-15	-0.34742
2022-04-22	-0.33211
2022-04-29	-0.31217
2022-05-06	-0.29222
2022-05-13	-0.27400
2022-05-20	-0.25800
2022-05-27	-0.24021
2022-06-03	-0.21967
2022-06-10	-0.19627
2022-06-17	-0.17236
2022-06-24	-0.15681
2022-07-01	-0.15257
2022-07-08	-0.15979
2022-07-15	-0.17846
2022-07-22	-0.20391
2022-07-29	-0.22783
2022-08-05	-0.24521
2022-08-12	-0.25506
2022-08-19	-0.25312
2022-08-26	-0.23861
2022-09-02	-0.21410
2022-09-09	-0.18325
2022-09-16	-0.15054
2022-09-23	-0.12177
2022-09-30	-0.10122
2022-10-07	-0.09492
2022-10-14	-0.10109
2022-10-21	-0.11749
2022-10-28	-0.13979
2022-11-04	-0.16509
2022-11-11	-0.18740
2022-11-18	-0.20139
2022-11-25	-0.20713
2022-12-02	-0.20707
2022-12-09	-0.20585
2022-12-16	-0.20920
2022-12-23	-0.21923
2022-12-30	-0.24024
2023-01-06	-0.26853
2023-01-13	-0.29850
2023-01-20	-0.32410
2023-01-27	-0.34487
2023-02-03	-0.35282
2023-02-10	-0.34427
2023-02-17	-0.31871
2023-02-24	-0.27625
2023-03-03	-0.22603
2023-03-10	-0.17717
2023-03-17	-0.13354
2023-03-24	-0.12149
2023-03-31	-0.13255
2023-04-07	-0.15525
2023-04-14	-0.18650
2023-04-21	-0.21549
2023-04-28	-0.23361
2023-05-05	-0.24317
2023-05-12	-0.24700
2023-05-19	-0.24663
2023-05-26	-0.24485
2023-06-02	-0.24361
2023-06-09	-0.24278
2023-06-16	-0.24557
2023-06-23	-0.25258
2023-06-30	-0.26148
2023-07-07	-0.27409
2023-07-14	-0.28946
2023-07-21	-0.30442
2023-07-28	-0.31806
2023-08-04	-0.33246
2023-08-11	-0.34680
2023-08-18	-0.36195
2023-08-25	-0.37915
2023-09-01	-0.39970
2023-09-08	-0.42177
2023-09-15	-0.44143
2023-09-22	-0.45798
