Time Series Search Export,Search term,Search filters,,Last update of Bilateral exchange rates data,Downloaded at,Source,Source URL,Download URL,About Bilateral exchange rates
,,,,2023-09-14,2023-09-15 13:32 CEST,BIS,"https://data.bis.org/topics/XRU/BIS,WS_XRU,1.0/D.XM.EUR.A",https://data.bis.org/export/c1cabd3c1072700678243ef247e80f21,https://data.bis.org/topics/XRU

DATAFLOW_ID,KEY,FREQ,REF_AREA,CURRENCY,COLLECTION,TIME_PERIOD,OBS_VALUE,OBS_PRE_BREAK,OBS_STATUS,OBS_CONF
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-06-28,0.828947,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-01,0.828322,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-02,0.828837,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-03,0.826228,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-04,0.830006,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-05,0.828377,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-08,0.827794,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-09,0.82991,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-10,0.830344,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-11,0.831622,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-12,0.829428,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-15,0.828597,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-16,0.826446,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-17,0.826071,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-18,0.826057,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-19,0.825832,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-22,0.82558,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-23,0.824239,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-24,0.81825,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-25,0.818565,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-26,0.822037,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-29,0.823798,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-30,0.824878,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-07-31,0.829105,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-01,0.827465,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-02,0.826945,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-05,0.826692,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-06,0.824334,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-07,0.828301,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-08,0.834529,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-09,0.832148,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-12,0.834474,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-13,0.838975,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-14,0.839194,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-15,0.839194,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-16,0.842602,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-19,0.848155,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-20,0.848702,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-21,0.843989,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-22,0.847616,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-23,0.848385,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-26,0.845788,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-27,0.849545,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-28,0.851782,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-29,0.84943,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-08-30,0.851506,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-02,0.854241,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-03,0.851883,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-04,0.848688,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-05,0.854526,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-06,0.853089,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-09,0.853709,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-10,0.851491,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-11,0.852086,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-12,0.853308,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-13,0.852762,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-16,0.852842,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-17,0.849907,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-18,0.848997,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-19,0.849798,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-20,0.851209,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-23,0.851172,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-24,0.848817,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-25,0.850065,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-26,0.849279,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-27,0.848061,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-09-30,0.84563,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-01,0.844851,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-02,0.846625,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-03,0.847005,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-04,0.843192,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-07,0.841029,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-08,0.841871,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-09,0.838392,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-10,0.839483,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-11,0.841227,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-14,0.839948,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-15,0.839468,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-16,0.838581,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-17,0.835904,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-18,0.836764,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-21,0.838532,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-22,0.838012,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-23,0.835038,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-24,0.834773,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-25,0.833389,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-28,0.834752,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-29,0.833563,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-30,0.833757,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-10-31,0.834244,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-01,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-04,0.830482,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-05,0.828631,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-06,0.828837,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-07,0.828397,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-08,0.831421,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-11,0.831421,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-12,0.831954,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-13,0.835227,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-14,0.830158,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-15,0.824436,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-18,0.820526,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-19,0.819424,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-20,0.822497,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-21,0.829181,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-22,0.821241,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-25,0.822213,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-26,0.817815,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-27,0.818076,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-28,0.818458,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-11-29,0.818538,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-02,0.822389,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-03,0.824137,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-04,0.819108,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-05,0.819095,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-06,0.817789,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-09,0.812816,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-10,0.81608,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-11,0.811464,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-12,0.809225,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-13,0.81285,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-16,0.811102,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-17,0.805581,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-18,0.803432,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-19,0.809494,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-20,0.808257,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-23,0.80767,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-24,0.805951,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-25,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-26,0.804124,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-27,0.801783,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-30,0.796838,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1974-12-31,0.795323,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-01,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-02,0.800365,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-03,0.795938,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-06,0.794275,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-07,0.789771,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-08,0.789341,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-09,0.792996,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-10,0.790127,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-13,0.79134,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-14,0.793941,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-15,0.795798,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-16,0.790808,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-17,0.789827,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-20,0.789665,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-21,0.783024,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-22,0.778386,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-23,0.774845,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-24,0.773539,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-27,0.771337,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-28,0.768539,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-29,0.782252,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-30,0.77594,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-01-31,0.77864,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-03,0.773443,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-04,0.787457,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-05,0.788059,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-06,0.788438,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-07,0.785157,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-10,0.781232,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-11,0.779417,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-12,0.77983,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-13,0.775771,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-14,0.773192,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-17,0.771813,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-18,0.773353,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-19,0.77278,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-20,0.772756,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-21,0.769331,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-24,0.765451,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-25,0.760711,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-26,0.761649,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-27,0.75745,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-02-28,0.758622,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-03,0.755082,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-04,0.759082,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-05,0.760908,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-06,0.758817,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-07,0.765169,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-10,0.770945,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-11,0.765703,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-12,0.763382,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-13,0.766759,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-14,0.766336,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-17,0.764883,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-18,0.763009,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-19,0.761122,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-20,0.763009,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-21,0.763989,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-24,0.767195,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-25,0.767955,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-26,0.767943,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-27,0.769586,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-28,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-03-31,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-01,0.770048,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-02,0.766848,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-03,0.771343,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-04,0.775098,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-07,0.775362,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-08,0.776024,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-09,0.774425,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-10,0.778798,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-11,0.779053,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-14,0.782436,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-15,0.780829,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-16,0.779205,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-17,0.778695,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-18,0.776422,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-21,0.778489,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-22,0.778131,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-23,0.774821,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-24,0.7733,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-25,0.776265,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-28,0.779976,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-29,0.777007,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-04-30,0.775278,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-01,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-02,0.776663,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-05,0.774377,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-06,0.772744,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-07,0.771456,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-08,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-09,0.770096,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-12,0.772374,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-13,0.766272,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-14,0.765497,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-15,0.770173,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-16,0.769693,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-19,,,M,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-20,0.768988,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-21,0.766401,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-22,0.763662,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-23,0.762992,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-26,0.759382,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-27,0.762899,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-28,0.762259,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-29,0.76344,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-05-30,0.768971,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-02,0.76736,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-03,0.764024,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-04,0.763989,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-05,0.765427,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-06,0.765041,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-09,0.768427,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-10,0.766325,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-11,0.765808,,A,F
"BIS,WS_XRU,1.0",D.XM.EUR.A,D,XM,EUR,A,1975-06-12,0.766084,,A,F
