date,gs3mo,ff,bofaml_us_aa_oas,bofaml_us_aa_yld,bofaml_us_bbb_oas,bofaml_us_bbb_yld,bofaml_us_hyld_oas,nfci_lin,eurusd,sp500,sveny01,sveny02,sveny05,sveny10,bkeven02,bkeven03,bkeven04,bkeven05,bkeven10,bkeven1f4,bkeven1f9,bkeven5f05,broad,afe,eme,krippner,krippnerlong
17jul2003,.89999998,1.02,.5,3.3099999,1.71,5.0100002,5.75,-.7337942974908014,-11.609232,688.93164,1.0811,1.5036,2.8916,4.2981,,,,,,,,,468.6725878329678,471.7678633393925,463.9535795771899,.3623214078877654,.36232141
18jul2003,.91000003,.99000001,.5,3.3199999,1.6900001,5.0100002,5.7600002,-.7332900166511536,-11.377473,690.10529,1.1116,1.5388,2.9278,4.3208,,,,,,,,,468.7788435854062,471.8248900336904,464.1314692755985,.3814085480000645,.38140854
21jul2003,.93000001,1.02,.49000001,3.47,1.6799999,5.1700001,5.5900002,-.7299128600529237,-12.080023,688.63275,1.1181,1.5872,3.0224,4.4131,1.36380004882812,1.32120001316071,1.38750004768372,1.49720001220703,2.11199998855591,1.94519996643066,3.13560009002686,2.73329997062683,468.4466066661318,471.2097404892772,464.2109027897914,.4529925440309384,.45299256
22jul2003,.93000001,1,.49000001,3.4400001,1.66,5.1300001,5.6599998,-.7287871411868494,-12.601573,689.57941,1.1096,1.5998,3.0878,4.4945,1.33959996700287,1.33840000629425,1.43270003795624,1.56050002574921,2.20650005340576,2.08209991455078,3.25180006027222,2.86059999465942,468.7020199345717,471.5832479489098,464.2944754171337,.4614584795262257,.46145847
23jul2003,.93000001,1.05,.5,3.4000001,1.67,5.0799999,5.7199998,-.7276614223207751,-13.1116,689.63,1.0956,1.5617,3.0344,4.4488,,,,,,,,,468.2422742542804,470.6016848381089,464.5940341606132,.4588933854256336,.45889339
24jul2003,.93000001,1.04,.5,3.4300001,1.65,5.0999999,5.6999998,-.7265357034546973,-13.688789,688.9184,1.1035,1.576,3.0819,4.5361,1.40880000591278,1.38779997825623,1.47800004482269,1.60889995098114,2.27029991149902,2.14359998703003,3.32660007476807,2.94039988517761,468.2941831288495,470.7189574286677,464.5508313049033,.4542112816737304,.45421129
25jul2003,.93000001,1.03,.5,3.4300001,1.65,5.1100001,5.73,-.725409984588623,-13.775971,690.64343,1.1058,1.5764,3.104,4.5678,1.57340002059937,1.50759994983673,1.57249999046326,1.68799996376038,2.3231999874115,2.1609001159668,3.36089992523193,2.9672999382019,467.8637398368754,470.0077214538178,464.528973686394,.4451795020127339,.44517949
28jul2003,.97000003,1.05,.5,3.51,1.65,5.21,5.6500001,-.7195942657334484,-13.880472,690.42694,1.1407,1.6482,3.2111,4.6574,1.51870000362396,1.46930003166199,1.54229998588562,1.6603000164032,2.28609991073608,2.14330005645752,3.30159997940063,2.92070007324219,467.9001156735391,470.1296005410622,464.4409324518422,.4781222339584515,.47812223
29jul2003,.99000001,1.04,.49000001,3.5999999,1.65,5.3099999,5.6300001,-.7176556927817224,-13.64522,689.69775,1.1704,1.7183,3.3255,4.7699,1.4507999420166,1.42669999599457,1.51540005207062,1.64300000667572,2.28929996490479,2.16449999809265,3.32540011405945,2.94460010528564,468.0923629926918,470.3802900726471,464.5481396250727,.524607398641707,.52460742
30jul2003,.98000002,1.03,.51999998,3.5699999,1.6799999,5.27,5.8299999,-.7157171198299963,-13.278079,689.51666,1.1411,1.6723,3.2685,4.7153,1.75269997119904,1.54649996757507,1.55680000782013,1.65439999103546,2.29949998855591,2.05489993095398,3.36229991912842,2.95250010490417,468.6186906575442,471.2398138607862,464.5896285789097,.5218540412588359,.52185404
31jul2003,.95999998,1.04,.52999997,3.8099999,1.72,5.52,5.6700001,-.7137785468782702,-12.380963,689.80182,1.2617,1.8192,3.3703,4.8687,1.53729999065399,1.49090003967285,1.55400002002716,1.66799998283386,2.36240005493164,2.13520002365112,3.54089999198914,3.06399989128113,469.153009034331,471.899030043553,464.9422062719718,.537808705496206,.53780872
01aug2003,.94999999,1,.54000002,3.8199999,1.72,5.5,5.77,-.7118399739265442,-11.055731,688.77057,1.3057,1.8692,3.3957,4.8633,1.40269994735718,1.46510004997253,1.57550001144409,1.70309996604919,2.34100008010864,2.22569990158081,3.41050004959106,2.98749995231628,468.9760402327123,471.5052181618091,465.0807691110698,.5477266314882365,.54772663
04aug2003,.97000003,1,.55000001,3.72,1.72,5.4099998,5.8400002,-.7058099848883543,-12.283679,689.0426,1.225,1.7438,3.2744,4.7824,1.53419995307922,1.50919997692108,1.57729995250702,1.68739998340607,2.34969997406006,2.13870000839233,3.49729990959167,3.01889991760254,469.0487299733542,471.5259145211708,465.2291152060305,.5372581014524827,.53725809
05aug2003,.95999998,.86000001,.56,3.8599999,1.72,5.54,5.8000002,-.7037999885422863,-12.513362,687.26044,1.3219,1.9086,3.4099,4.8859,1.58669996261597,1.56669998168945,1.62100005149841,1.71679997444153,2.35750007629395,2.11069989204407,3.50189995765686,3.00449991226196,469.0513647332469,471.3693818602151,465.4633568837909,.5529892982736179,.5529893
06aug2003,.94999999,.88,.57999998,3.75,1.75,5.4299998,6.0599999,-.7017899921962183,-13.032626,687.4281,1.2502,1.7996,3.2757,4.7104,1.5842000246048,1.54560005664825,1.58889997005463,1.67509996891022,2.27920007705688,2.02970004081726,3.37159991264343,2.8889000415802,469.0719965280296,471.4280531560873,465.428636826057,.538492967676632,.53849298
07aug2003,.94999999,.94999999,.56999999,3.7,1.76,5.3899999,6.1500001,-.6997799958501574,-12.689741,688.15344,1.231,1.7721,3.2228,4.6436,1.61039996147156,1.60420000553131,1.6492999792099,1.72150003910065,2.23359990119934,2.02020001411438,3.208899974823,2.75149989128113,468.5925709767052,470.7480780050547,465.2410340260257,.5154283083058104,.5154283
08aug2003,.95999998,.95999998,.56,3.6900001,1.74,5.3699999,6.1300001,-.6977699995040894,-12.451612,688.50903,1.231,1.7521,3.1977,4.636,1.69019997119904,1.60230004787445,1.61609995365143,1.68350005149841,2.2558000087738,1.96220004558563,3.33439993858337,2.83290004730225,468.7473782210205,471.0472557412102,465.1857655873379,.4948715392818652,.49487153
11aug2003,.95999998,1.02,.56999999,3.75,1.74,5.4400001,6.0799999,-.6921257121222339,-12.177561,688.81543,1.279,1.828,3.2899,4.738,1.66180002689362,1.65180003643036,1.70019996166229,1.77929997444153,2.32039999961853,2.10599994659424,3.33049988746643,2.86809992790222,468.5420340293416,470.6438116013301,465.2686796220509,.4987864971304011,.49878651
